form,rtol,N,a1,a2,omega1,omega2,phi1,phi2,square,chi,gamma,triangle,alpha,tilde,star,beta,rho,epsilon,delta
DS-p,1e-11,51,35.0,35.0,46.7,93.4,0.0,0.7853981633974483,(-0.015151541295988637+2.921071717889146e-07j),(0.02615138611211386-5.940412059754877e-11j),(-0.8633421775529553+4.094380126562116e-05j),(0.021506830131928566+0.006853721813233371j),(-0.0452040241172945-6.242230685363801e-11j),(-0.8088115164574485-0.20152543069789522j),(-0.009566234773453789-0.0012797879633037594j),(0.013747794943992024-5.673560909441625e-11j),(-0.9313930910437798+0.25298656213382964j),(-0.0027169468026383356+0.0005473555897244943j),(0.005343913905634413-4.6033804647067624e-11j)
DS-p,1e-11,51,35.0,35.0,46.8,93.6,0.0,0.7853981633974483,(-0.01509070343956737+2.898265269050488e-07j),(0.026063375263145543-5.969220618512033e-11j),(-0.8639084986240242+4.086159314078585e-05j),(0.02144394111010559+0.006819408851419118j),(-0.04506274495961719-6.254213191189577e-11j),(-0.8095475839567564-0.20134621907321637j),(-0.009528799330629797-0.0012721669188910307j),(0.013715693874175039-5.702469212939245e-11j),(-0.9316792153212313+0.25249647323014074j),(-0.002705823640588405+0.0005439186591535122j),(0.005322441787633978-4.595259865396636e-11j)
DS-p,1e-11,51,35.0,35.0,46.9,93.8,0.0,0.7853981633974483,(-0.015030221581589828+2.875722456152369e-07j),(0.025975739916231574-5.990314447758203e-11j),(-0.8644713534563991+4.077845207961193e-05j),(0.02138124038459956+0.006785295760529703j),(-0.04492196977773266-6.262371569673084e-11j),(-0.81027960525539-0.20116632674908014j),(-0.00949157461003346-0.0012646048910474592j),(0.01368359783667859-5.724590300813939e-11j),(-0.9319635681935183+0.25200815737517485j),(-0.002694767784904663+0.0005405103318273739j),(0.005301095969191094-4.604669161912935e-11j)
DS-p,1e-11,51,35.0,35.0,47.0,94.0,0.0,0.7853981633974483,(-0.014970093010422967+2.8534422284880087e-07j),(0.025888478717300645-6.056827813256456e-11j),(-0.8650307698197264+4.069438950101887e-05j),(0.02131872826121959+0.006751381458452606j),(-0.044781697999457484-6.307432796129901e-11j),(-0.8110076080953639-0.20098576869404114j),(-0.009454559089635071-0.0012571013413271112j),(0.01365150863737049-5.7911719438967206e-11j),(-0.9322461641197011+0.2515216058973715j),(-0.0026837786645380578+0.0005371303005984943j),(0.005279875517821034-4.618222585839509e-11j)
DS-p,1e-11,51,35.0,35.0,47.1,94.2,0.0,0.7853981633974483,(-0.014910315123764803+2.831340730729195e-07j),(0.025801590239192856-6.063352346552085e-11j),(-0.8655867752211814+4.0609439159627734e-05j),(0.021256404961111235+0.006717664848684348j),(-0.04464192905192396-6.305980130125845e-11j),(-0.8117316200156872-0.20080455965080413j),(-0.009417751327892222-0.0012496557083077993j),(0.013619427990758104-5.79637573522594e-11j),(-0.932527017421169+0.2510368101561543j),(-0.002672855803890286+0.0005337782960617996j),(0.005258779410099498-4.644375560134035e-11j)
DS-p,1e-11,51,35.0,35.0,47.2,94.4,0.0,0.7853981633974483,(-0.014850885277554165+2.809356397763806e-07j),(0.02571507307690172-6.096072012329584e-11j),(-0.8661393968930032+4.05236129625574e-05j),(0.02119427073129551+0.00668414484921644j),(-0.04450266232706409-6.335724650683332e-11j),(-0.8124516683342713-0.2006227141599029j),(-0.009381149847594692-0.0012422674748008835j),(0.013587357571808789-5.828247892028681e-11j),(-0.9328061422698479+0.25055376157322445j),(-0.0026619986698091617+0.0005304540346134472j),(0.005237806728526516-4.666585005452894e-11j)
DS-p,1e-11,51,35.0,35.0,47.3,94.6,0.0,0.7853981633974483,(-0.01479180085216296+2.787065143432856e-07j),(0.025628925846348096-5.984100881168532e-11j),(-0.8666886618041524+4.043696053092772e-05j),(0.021132325809507923+0.0066508203421125605j),(-0.04436389715936446-6.257929287995627e-11j),(-0.8131677801590926-0.2004402465262769j),(-0.009344753176592313-0.0012349360941244837j),(0.013555299047582008-5.718040804266415e-11j),(-0.9330835526933815+0.25007245158597746j),(-0.0026512067185291144+0.000527157253357528j),(0.005216956541107818-4.59465276742447e-11j)
DS-p,1e-11,51,35.0,35.0,47.4,94.8,0.0,0.7853981633974483,(-0.014733059256286641+2.765482042536548e-07j),(0.02554314714911653-6.020229697216311e-11j),(-0.8672345966644398+4.034949554470804e-05j),(0.021070570374070043+0.006617690353177754j),(-0.044225632861399924-6.343133939229914e-11j),(-0.8138799823976409-0.20025717086168768j),(-0.009308559859703292-0.0012276610361289949j),(0.013523254039899197-5.750047329142845e-11j),(-0.9333592625903099+0.2495928717111106j),(-0.002640479445568021+0.0005238875989215927j),(0.005196227926213683-4.627514586099093e-11j)
DS-p,1e-11,51,35.0,35.0,47.5,95.0,0.0,0.7853981633974483,(-0.014674657928825472+2.7438172560768257e-07j),(0.02545773557224807-6.002857007831167e-11j),(-0.8677772279047956+4.026123884066263e-05j),(0.021009004607230986+0.006584753763546984j),(-0.04408786870270872-6.291505967565643e-11j),(-0.8145883017307167-0.20007350106592858j),(-0.009272568465443307-0.0012204417446611965j),(0.013491224118822892-5.7367574089301624e-11j),(-0.9336332856991176+0.24911501349546322j),(-0.0026298163347284187+0.0005206448460848036j),(0.005175619956119969-4.611076213036889e-11j)
DS-p,1e-11,51,35.0,35.0,47.6,95.2,0.0,0.7853981633974483,(-0.014616594335661507+2.7224135469934047e-07j),(0.0253726896899306-6.034210138809931e-11j),(-0.8683165817232368+4.017221772618374e-05j),(0.02094762866572365+0.006552009497509784j),(-0.04395060395690292-6.318475562075655e-11j),(-0.8152927646464428-0.19988925083577083j),(-0.009236777572937047-0.0012132777403175694j),(0.013459210843464981-5.7698402941949706e-11j),(-0.933905635637054+0.24863886853261477j),(-0.0026192168905400035+0.0005174287006094033j),(0.005155131723038587-4.615326687370371e-11j)
DS-p,1e-11,51,35.0,35.0,47.7,95.4,0.0,0.7853981633974483,(-0.014558865953674298+2.70128091462622e-07j),(0.02528800809700317-6.064651894359501e-11j),(-0.8688526840463666+4.0082456594604926e-05j),(0.020886442688453275+0.0065194564971832415j),(-0.04381383783300735-6.339147702624395e-11j),(-0.8159933974203512-0.1997044336657217j),(-0.009201185763374673-0.0012061684822835708j),(0.013427215739677423-5.800089110187968e-11j),(-0.9341763258760827+0.2481644284597049j),(-0.002608680606346489+0.0005142388862322692j),(0.005134762321452846-4.6344031497206064e-11j)
DS-p,1e-11,51,35.0,35.0,47.8,95.6,0.0,0.7853981633974483,(-0.014501470281551066+2.680318234566386e-07j),(0.025203689374102136-6.073273778394582e-11j),(-0.8693855605494651+3.9991972543924764e-05j),(0.020825446804157058+0.006487093687777544j),(-0.043677569527699016-6.332464152175648e-11j),(-0.8166902261194641-0.19951906285572601j),(-0.009165791627549895-0.0011991134654368322j),(0.013395240306664658-5.8096384450766903e-11j),(-0.9344453697456218+0.2476916849642897j),(-0.0025982069731126864+0.00051107514214017j),(0.005114510867648015-4.667780930519705e-11j)
DS-p,1e-11,51,35.0,35.0,47.9,95.8,0.0,0.7853981633974483,(-0.014444404854515988+2.6595286487052856e-07j),(0.025119732080604966-6.136746438740298e-11j),(-0.8699152367083123+3.9900801671701144e-05j),(0.02076464110939837+0.006454919996983056j),(-0.04354179822280122-6.363976003654217e-11j),(-0.8173832766593525-0.19933315150535927j),(-0.009130593783243612-0.0011921121882782612j),(0.013363285967468344-5.873147746665096e-11j),(-0.9347127805145942+0.2472206297806869j),(-0.002587795512198586+0.0005079371999210944j),(0.005094376481542636-4.74635949158736e-11j)
DS-p,1e-11,51,35.0,35.0,48.0,96.0,0.0,0.7853981633974483,(-0.01438766724232212+2.638901243201322e-07j),(0.02503613478969442-6.166138366566799e-11j),(-0.8704417376798449+3.980896217369487e-05j),(0.020704025673547517+0.006422934354004466j),(-0.04340652304879345-6.385610301518201e-11j),(-0.8180725746802905-0.19914671252457858j),(-0.009095590868707485-0.0011851641637081382j),(0.013331354159796374-5.903998768388802e-11j),(-0.9349785712186549+0.24675125467842804j),(-0.002577445760987545+0.000504824807702144j),(0.005074358233647561-4.771704342549616e-11j)
DS-p,1e-11,51,35.0,35.0,48.1,96.2,0.0,0.7853981633974483,(-0.014331254990795596+2.6177330769225083e-07j),(0.02495289608721156-6.010302759671563e-11j),(-0.8709650884146648+3.971646655363902e-05j),(0.02064360060316088+0.006391135606365873j),(-0.04327174310639492-6.307080270862565e-11j),(-0.818758145663617-0.19895975864029777j),(-0.009060781496191472-0.0011782689216039758j),(0.013299446304706065-5.7505399172932644e-11j),(-0.9352427548186147+0.24628355148648662j),(-0.002567157197839818+0.0005017377521110266j),(0.005054455286007037-4.659939084414792e-11j)
DS-p,1e-11,51,35.0,35.0,48.2,96.4,0.0,0.7853981633974483,(-0.01427516571198404+2.597710322167214e-07j),(0.024870014504693175-6.062564506736436e-11j),(-0.871485313625474+3.9623339911953805e-05j),(0.020583365884856243+0.006359522899862825j),(-0.04313745752048072-6.330639369488169e-11j),(-0.8194400148956643-0.19877230238701604j),(-0.00902616432393245-0.0011714258979526942j),(0.013267563662498878-5.800548172745236e-11j),(-0.9355053441374397+0.24581751206876196j),(-0.0025569294013459767+0.0004986756536227537j),(0.005034666777405045-4.732283281576984e-11j)
DS-p,1e-11,51,35.0,35.0,48.3,96.6,0.0,0.7853981633974483,(-0.014219397002081788+2.577561802635384e-07j),(0.024787488639342763-6.087159855506466e-11j),(-0.8720024377497597+3.952960631227953e-05j),(0.020523321599457706+0.006328095027169534j),(-0.043003665328211-6.336603538203065e-11j),(-0.820118207428476-0.19858435610373118j),(-0.008991737991862972-0.001164634675392481j),(0.0132357076553195-5.826819311223833e-11j),(-0.9357663518329529+0.24535312832119635j),(-0.002546761854345693+0.0004956383551252067j),(0.005014991849805091-4.7522758956426915e-11j)
DS-p,1e-11,51,35.0,35.0,48.4,96.8,0.0,0.7853981633974483,(-0.014163946510901072+2.558013588941765e-07j),(0.024705317027208892-6.144705584195714e-11j),(-0.8725164850121225+3.943527973201548e-05j),(0.020463467734810566+0.006296851005097079j),(-0.04287036558402401-6.355136840856846e-11j),(-0.8207927481434623-0.19839593195834157j),(-0.00895750117800688-0.001157894730252238j),(0.013203879539253508-5.880088566834449e-11j),(-0.9360257904628004+0.2448903921983481j),(-0.0025366541196979037+0.0004926255501991527j),(0.004995429654711193-4.846333497388972e-11j)
DS-p,1e-11,51,35.0,35.0,48.5,97.0,0.0,0.7853981633974483,(-0.014108811884732033+2.5376416701068293e-07j),(0.02462349825636883-6.0364171130186e-11j),(-0.8730274795101057+3.934038965142853e-05j),(0.020403804343448406+0.00626578961626577j),(-0.04273755729127147-6.292877652996657e-11j),(-0.8214636618177223-0.19820704196751035j),(-0.008923452549529677-0.0011512056731678639j),(0.013172080629236346-5.7746284412818063e-11j),(-0.9362836726001809+0.24442929572491295j),(-0.002526605687762834+0.0004896371044827786j),(0.004975979352682423-4.762243944203263e-11j)
DS-p,1e-11,51,35.0,35.0,48.6,97.2,0.0,0.7853981633974483,(-0.014053990810383886+2.5179519552292204e-07j),(0.02454203085685104-6.060190288814614e-11j),(-0.8735354449591277+3.9244950524560475e-05j),(0.020344331358983135+0.006234909984855614j),(-0.042605239464789904-6.30880181564423e-11j),(-0.8221309729109126-0.1980176979294907j),(-0.008889590802441338-0.0011445669657979838j),(0.013140312113382364-5.7991329369581056e-11j),(-0.9365400104951447+0.24396983092787425j),(-0.002516616148238407+0.0004866726592165473j),(0.004956640115641394-4.778994444773367e-11j)
DS-p,1e-11,51,35.0,35.0,48.7,97.4,0.0,0.7853981633974483,(-0.013999480980048735+2.4983176819920665e-07j),(0.02446091339858931-6.05775000120213e-11j),(-0.8740404049114314+3.914897822278587e-05j),(0.020285048773865316+0.006204210985181309j),(-0.042473411068131794-6.311155083121968e-11j),(-0.8227947057407711-0.19782791149098544j),(-0.008855914630500852-0.0011379781690767027j),(0.013108575238262709-5.797680709052082e-11j),(-0.9367948163590574+0.24351198989661246j),(-0.0025066850285378924+0.00048373201999569234j),(0.0049374111154173944-4.776311354635827e-11j)
DS-p,1e-11,51,35.0,35.0,48.8,97.6,0.0,0.7853981633974483,(-0.01394528011258135+2.478949024964868e-07j),(0.024380144434752275-6.084355066706956e-11j),(-0.8745423826736061+3.905249887937613e-05j),(0.02022595653682626+0.006173691594331161j),(-0.04234207105442771-6.332832424998703e-11j),(-0.8234548844231467-0.1976376941113539j),(-0.008822422743125955-0.001131438818972444j),(0.013076871176429295-5.824821334851136e-11j),(-0.9370481022598076+0.2430557647493534j),(-0.00249681188323193+0.00048081493463113245j),(0.004918291536353944-4.795724972513938e-11j)
DS-p,1e-11,51,35.0,35.0,48.9,97.8,0.0,0.7853981633974483,(-0.0138913859459956+2.4596919860569137e-07j),(0.02429972252119736-6.095651154816443e-11j),(-0.8750414013536626+3.8955529026045256e-05j),(0.02016705459452026+0.00614335074683403j),(-0.04221121835363954-6.352031536647147e-11j),(-0.8241115329059163-0.197447057098174j),(-0.008789113859719266-0.0011249484698464356j),(0.013045201103242695-5.836593422953218e-11j),(-0.937299880173974+0.2426011476637637j),(-0.0024869962649822323+0.0004779211792059687j),(0.004899280566995577-4.806393594009266e-11j)
DS-p,1e-11,51,35.0,35.0,49.0,98.0,0.0,0.7853981633974483,(-0.013837796238093681+2.4406286770126705e-07j),(0.02421964621365311-6.131510006448976e-11j),(-0.8755374839188854+3.8858086053488364e-05j),(0.020108342880177422+0.006113187406479862j),(-0.0420808518800002-6.363095637168008e-11j),(-0.8247646750256536-0.19725601160323633j),(-0.008755986706024562-0.0011185066753688587j),(0.01301356615302204-5.871587422097701e-11j),(-0.937550162071962+0.2421481308829361j),(-0.002477237726627897+0.00047505051942318705j),(0.004880377414887435-4.8115167228481224e-11j)
DS-p,1e-11,51,35.0,35.0,49.1,98.2,0.0,0.7853981633974483,(-0.013784508767191998+2.421506158368822e-07j),(0.024139914060434992-6.082631085407735e-11j),(-0.8760306528646674+3.876018798329584e-05j),(0.020049821302631287+0.006083200505921147j),(-0.04195097053233967-6.377979010654422e-11j),(-0.8254143341939333-0.19706456856506274j),(-0.008723040026967508-0.0011121129995169533j),(0.012981967412652957-5.8207481885619855e-11j),(-0.9377989594484613+0.24169670661010212j),(-0.002467535838873304+0.0004722027373242812j),(0.004861581269758344-4.786201251209314e-11j)
DS-p,1e-11,51,35.0,35.0,49.2,98.4,0.0,0.7853981633974483,(-0.013731521328864946+2.40257397471885e-07j),(0.024060524620703492-6.062586588672446e-11j),(-0.8765209307147956+3.866184205602811e-05j),(0.01999148975186535+0.006053389067820323j),(-0.04182157316456807-6.329307705729337e-11j),(-0.8260605338788993-0.1968727388156661j),(-0.00869027257152796-0.0011057669696009377j),(0.012950405996145133-5.80421667495668e-11j),(-0.9380462840481988+0.24124686718324617j),(-0.00245789016965663+0.0004693775895437931j),(0.004842891348076148-4.768405374268083e-11j)
DS-p,1e-11,51,35.0,35.0,49.3,98.6,0.0,0.7853981633974483,(-0.013678831740289783+2.3839425174065463e-07j),(0.023981476445959618-6.078161007815216e-11j),(-0.8770083397144067+3.8563083759922104e-05j),(0.019933348121911755+0.006023752035461159j),(-0.04169265864540158-6.341568899173646e-11j),(-0.8267032972938372-0.19668053299292243j),(-0.00865768309925984-0.001099468184772854j),(0.012918882941550386-5.820565869449979e-11j),(-0.9382921473768896+0.24079860492969266j),(-0.0024483002927651078+0.0004665748470067347j),(0.00482430686796754-4.7786227865333747e-11j)
DS-p,1e-11,51,35.0,35.0,49.4,98.8,0.0,0.7853981633974483,(-0.01362643784177445+2.3656320984139535e-07j),(0.02390276807851166-6.170431733284012e-11j),(-0.8774929018907555+3.8463919338450854e-05j),(0.01987539627977185+0.005994288393463774j),(-0.04156422581947012-6.408183763186012e-11j),(-0.8273426474710401-0.19648796160002052j),(-0.008625270385597631-0.0010932162116316423j),(0.012887399267260877-5.913817297946286e-11j),(-0.9385365608359004+0.24035191224600821j),(-0.0024387657906488024+0.0004637942879612139j),(0.0048058270576894395-4.823602526295445e-11j)
DS-p,1e-11,51,35.0,35.0,49.5,99.0,0.0,0.7853981633974483,(-0.013574337477662467+2.3475340874496234e-07j),(0.023824398095029273-6.254564573125595e-11j),(-0.8779746390653775+3.836437109940075e-05j),(0.019817634099155483+0.005964997101349911j),(-0.04143627348671401-6.470220770268634e-11j),(-0.8279786072649509-0.19629503497392972j),(-0.008593033200189223-0.0010870106177413169j),(0.012855956017153544-5.997988459305393e-11j),(-0.9387795357183066+0.23990678155822615j),(-0.002429286226298795+0.00046103569716419036j),(0.004787451146265833-4.877654233997091e-11j)
DS-p,1e-11,51,35.0,35.0,49.6,99.2,0.0,0.7853981633974483,(-0.01352252852736588+2.3289045249186485e-07j),(0.023746365036286844-6.131278346281527e-11j),(-0.8784535728419451+3.826444726970896e-05j),(0.019760061442827943+0.005935877049590118j),(-0.04130880046666334-6.393156391005207e-11j),(-0.8286111993350287-0.19610176330337203j),(-0.008560970341285083-0.0010808510020531622j),(0.012824554196248197-5.876697521702986e-11j),(-0.9390210831825951+0.23946320533421742j),(-0.0024198611791896828+0.0004582989162985494j),(0.0047691783735957834-4.798786224274332e-11j)
DS-p,1e-11,51,35.0,35.0,49.7,99.4,0.0,0.7853981633974483,(-0.013471008879413951+2.3110636080806137e-07j),(0.023668667459291134-6.206871521951731e-11j),(-0.8789297246470751+3.8164158817027274e-05j),(0.019702678117048896+0.0059069273783084785j),(-0.04118180553935392-6.437853336314639e-11j),(-0.8292404462037464-0.1959081566412118j),(-0.008529080602682093-0.0010747369215258625j),(0.012793194715677723-5.952827106998699e-11j),(-0.9392612143244485+0.23902117609840476j),(-0.0024104902542018136+0.00045558363274162544j),(0.004751007994435759-4.845869212997862e-11j)
DS-p,1e-11,51,35.0,35.0,49.8,99.6,0.0,0.7853981633974483,(-0.013419776451453067+2.29313034096146e-07j),(0.023591303912297027-6.199640031089587e-11j),(-0.8794031156550447+3.8063539885242555e-05j),(0.019645483962860727+0.005878146967965534j),(-0.04105528749044484-6.420451219938605e-11j),(-0.8298663701624391-0.19571422484730416j),(-0.008497362802964613-0.001068667977824279j),(0.012761878544742047-5.94742529610704e-11j),(-0.9394999400566596+0.23858068637470062j),(-0.0024011730380870955+0.00045288970526598856j),(0.004732939245103309-4.843965067967713e-11j)
DS-p,1e-11,51,35.0,35.0,49.9,99.8,0.0,0.7853981633974483,(-0.01336882916082923+2.2755942339580413e-07j),(0.023514272964438542-6.277312838107527e-11j),(-0.8798737669382967+3.7962592393780595e-05j),(0.01958847879596177+0.0058495348546425945j),(-0.04092924505797558-6.477193900094942e-11j),(-0.8304889934265184-0.1955199776910869j),(-0.008465815750024967-0.0010626437720739602j),(0.01273060660570146-6.025324100503239e-11j),(-0.939737271328037+0.23814172879214718j),(-0.00239190912200863+0.00045021688241877935j),(0.004714971403180572-4.894395515907528e-11j)
DS-p,1e-11,51,35.0,35.0,50.0,100.0,0.0,0.7853981633974483,(-0.013318164936138525+2.2576584773442067e-07j),(0.023437573181260052-6.140825128632948e-11j),(-0.8803416991971434+3.786133317630856e-05j),(0.019531662447982476+0.0058210899432714494j),(-0.04080367698338327-6.40097191104439e-11j),(-0.831108337876444-0.195325424746387j),(-0.008434438257955519-0.0010566639125516204j),(0.01269937979959231-5.893939965435792e-11j),(-0.9399732187100174+0.23770429593893572j),(-0.0023826980733109328+0.0004475650082453519j),(0.004697103750785329-4.778781458040837e-11j)
DS-p,1e-11,51,35.0,35.0,50.1,100.2,0.0,0.7853981633974483,(-0.013267781782656621+2.2402306633960465e-07j),(0.023361203098334324-6.1391708559148e-11j),(-0.8808069332238896+3.775978982574592e-05j),(0.019475034652935878+0.005792811332410751j),(-0.04067858202771226-6.416769616257988e-11j),(-0.8317244254756406-0.1951305754947843j),(-0.008403229212487383-0.0010507279738788732j),(0.012668198961955087-5.894806400993405e-11j),(-0.9402077931284657+0.23726838054970092j),(-0.0023735395669713215+0.00044493383594846475j),(0.0046793355007156865-4.780833718022364e-11j)
DS-p,1e-11,51,35.0,35.0,50.2,100.4,0.0,0.7853981633974483,(-0.013217677664521123+2.2230965477508348e-07j),(0.02328516127757031-6.191340611172908e-11j),(-0.8812694893664612+3.765795321671564e-05j),(0.01941859523014394+0.005764698003728823j),(-0.040553958879630855-6.453714950513608e-11j),(-0.8323372777987342-0.1949354392656221j),(-0.00837218742122827-0.001044835568801781j),(0.012637064979731084-5.947949371543453e-11j),(-0.9404410050040296+0.2368339753286596j),(-0.002364433155551387+0.00044232316629328784j),(0.004661665989169575-4.810253518291957e-11j)
DS-p,1e-11,51,35.0,35.0,50.3,100.6,0.0,0.7853981633974483,(-0.013167850576158225+2.2059930854550498e-07j),(0.023209446295454447-6.217672739760286e-11j),(-0.8817293878571005+3.75558413468088e-05j),(0.019362343948557546+0.005736748926807439j),(-0.040429806243752406-6.478271847402585e-11j),(-0.8329469163220585-0.19474002522774736j),(-0.008341311751742849-0.0010389863154760418j),(0.012605978691887083-5.975700787592929e-11j),(-0.9406728647836423+0.23640107303033098j),(-0.002355378458530094+0.0004397328199388798j),(0.004644094477252605-4.823438947682996e-11j)
DS-p,1e-11,51,35.0,35.0,50.4,100.8,0.0,0.7853981633974483,(-0.013118298543670644+2.1891478540502605e-07j),(0.023134056692195475-6.236447698245272e-11j),(-0.8821866487638564+3.745347889365223e-05j),(0.01930628056063765+0.005708963128566906j),(-0.04030612282741195-6.484046314987049e-11j),(-0.8335533623744408-0.19454434242082036j),(-0.00831060107685618-0.0010331798143688208j),(0.01257494089466183-5.99522640564717e-11j),(-0.940903382834474+0.23596966644613177j),(-0.002346375103555131+0.0004371625878671903j),(0.004626620263274529-4.848216001735402e-11j)
DS-p,1e-11,51,35.0,35.0,50.5,101.0,0.0,0.7853981633974483,(-0.013069019583718604+2.1722872191623354e-07j),(0.023058991068634686-6.268922650382097e-11j),(-0.8826412919385378+3.7350879948103356e-05j),(0.019250404839498275+0.0056813395923773135j),(-0.04018290727878004-6.507431645848445e-11j),(-0.8341566370936018-0.19434839976296536j),(-0.00828005425410101-0.0010274157126218919j),(0.012543952419618913-6.032183324657813e-11j),(-0.9411325694006873+0.23553974841277053j),(-0.0023374226777496017+0.00043461229171083866j),(0.004609242644183253-4.853649137814597e-11j)
DS-p,1e-11,51,35.0,35.0,50.6,101.2,0.0,0.7853981633974483,(-0.013020011757238159+2.1555510942308936e-07j),(0.022984247966482668-6.257420391374873e-11j),(-0.8830933370934598+3.7248051959724765e-05j),(0.019194716512953007+0.005653877346484756j),(-0.04006015828526672-6.514392069877038e-11j),(-0.8347567615016454-0.1941522060291873j),(-0.008249670182028218-0.001021693609504221j),(0.01251301399406041-6.020780822297534e-11j),(-0.9413604346647536+0.23511131182074144j),(-0.002328520825550698+0.00043208172714618177j),(0.004591960925137843-4.837276915205883e-11j)
DS-p,1e-11,51,35.0,35.0,50.7,101.4,0.0,0.7853981633974483,(-0.012971273126649951+2.1385002014156561e-07j),(0.022909825966980553-6.129694747024153e-11j),(-0.8835428036983752+3.7145003619503715e-05j),(0.01913921532834602+0.005626575370896828j),(-0.0399378744967044-6.420520411927629e-11j),(-0.8353537563887267-0.19395576987974691j),(-0.008219447746654573-0.0010160131432735025j),(0.01248212638439353-5.897140642614312e-11j),(-0.9415869886490489+0.23468434958184164j),(-0.0023196691515831314+0.0004295707419167717j),(0.004574774413881314-4.750701572125778e-11j)
DS-p,1e-11,51,35.0,35.0,50.8,101.6,0.0,0.7853981633974483,(-0.012922801791013737+2.1221211320066005e-07j),(0.022835723629535808-6.18477317311668e-11j),(-0.8839897111568353+3.704175011749443e-05j),(0.019083900978831496+0.005599432790192076j),(-0.039816054561200964-6.457880492546882e-11j),(-0.8359476425029443-0.19375909983968476j),(-0.008189385863806423-0.0010103739301589873j),(0.012451290396425996-5.951068677202756e-11j),(-0.9418122414612891+0.23425885468433122j),(-0.002310867317795881+0.000427079078614564j),(0.00455768241521432-4.799507669675398e-11j)
DS-p,1e-11,51,35.0,35.0,50.9,101.8,0.0,0.7853981633974483,(-0.01287459579361189+2.1063287893372612e-07j),(0.022761939611217776-6.190096618254026e-11j),(-0.8844340784615011+3.693830779164818e-05j),(0.019028773216627083+0.005572448632429052j),(-0.03969469703980682-6.437152761923573e-11j),(-0.8365384402245106-0.19356220428503731j),(-0.008159483389635167-0.001004775565762842j),(0.012420506678645315-5.952192759428919e-11j),(-0.9420362027284488+0.23383482006669315j),(-0.0023021148915737706+0.00042460652831154133j),(0.004540684265468435-4.889468395147159e-11j)
DS-p,1e-11,51,35.0,35.0,51.0,102.0,0.0,0.7853981633974483,(-0.012826653330448207+2.0903217561775507e-07j),(0.02268847234138865-6.229842536085857e-11j),(-0.8848759246597165+3.683468504447925e-05j),(0.01897383171952808+0.005545621804305483j),(-0.03957380068630357-6.43582911152429e-11j),(-0.8371261699687869-0.1933650914964907j),(-0.008129739321315645-0.0009992177879549512j),(0.012389775881396933-5.990034313108174e-11j),(-0.9422588823488177+0.23341223879748152j),(-0.0022934115880760414+0.0004221530069609628j),(0.004523779292117691-4.900285530326082e-11j)
DS-p,1e-11,51,35.0,35.0,51.1,102.2,0.0,0.7853981633974483,(-0.01277897249782392+2.0743538593062139e-07j),(0.022615320468168092-6.269437841418523e-11j),(-0.8853152685476062+3.6730890806099006e-05j),(0.018919076198568502+0.005518951410681864j),(-0.03945336404948837-6.484781509085029e-11j),(-0.8377108519419505-0.1931677696321866j),(-0.008100152551650018-0.000993700189347325j),(0.0123590987552342-6.030259127709028e-11j),(-0.942480290026373+0.2329911039553015j),(-0.0022847570044285774+0.0004197182978473938j),(0.0045069668282705835-4.917023976925892e-11j)
DS-p,1e-11,51,35.0,35.0,51.2,102.4,0.0,0.7853981633974483,(-0.012731551539664474+2.058437413890837e-07j),(0.022542482497669238-6.267318407419247e-11j),(-0.8857521287566128+3.662694176426263e-05j),(0.018864506271960128+0.005492436466835305j),(-0.03933338577636392-6.497704166268971e-11j),(-0.8382925061901056-0.19297024671838028j),(-0.00807072210407507-0.0009882224104489194j),(0.012328475857000865-6.029869065238797e-11j),(-0.9427004353627916+0.2325714086561312j),(-0.0022761509061079432+0.00041730224965345637j),(0.004490246082349785-4.89179937537761e-11j)
DS-p,1e-11,51,35.0,35.0,51.3,102.6,0.0,0.7853981633974483,(-0.012684388448662497+2.0422918042248655e-07j),(0.02246995714909249-6.149893697408449e-11j),(-0.8861865237162952+3.6522844095669474e-05j),(0.01881012176296159+0.005466076013495982j),(-0.03921386439303375-6.42372698235062e-11j),(-0.8388711525795691-0.19277253065216096j),(-0.008041446767055108-0.000982784097906141j),(0.012297908038480049-5.914244539446717e-11j),(-0.9429193278483932+0.2321531460455041j),(-0.002267592707295714+0.0004149046522401133j),(0.004473616640593054-4.8173506080895797e-11j)
DS-p,1e-11,51,35.0,35.0,51.4,102.8,0.0,0.7853981633974483,(-0.01263748160063358+2.0265467435324608e-07j),(0.022397742847049335-6.119842510766518e-11j),(-0.8866184717365947+3.6418599009799556e-05j),(0.01875592217285777+0.0054398691356287495j),(-0.03909479858924071-6.378811067409148e-11j),(-0.8394468108722718-0.19257462925841948j),(-0.008012325669780298-0.000977384878799889j),(0.01226739569462051-5.882921043654135e-11j),(-0.9431369769229395+0.23173630933401645j),(-0.0022590823043263236+0.00041252533421273514j),(0.004457077608032238-4.669158364775048e-11j)
