form,rtol,N,a1,a2,omega1,omega2,phi1,phi2,square,chi,gamma,triangle,alpha,tilde,star,beta,rho,epsilon,delta
DS-p,1e-11,51,35.0,35.0,21.0,42.0,1.5707963267948966,2.356194490192345,(2.1681106594990062e-05+5.8049125073384496e-05j),(1.402047406884625e-05-3.716397176155314e-11j),(0.04589574231998789-0.4115904878775249j),(-0.009827251037916335+0.004133866368854538j),(0.0031928915603111787-1.0440411540505533e-10j),(-0.289983842226467+0.23559866171766625j),(-0.01962875899503769+0.013734880324954138j),(0.018108405110224088-5.4313658297826906e-11j),(-0.6928028956195766+0.4621147939843083j),(0.011712362417847712-0.0054400392308015764j),(-0.02135394572925857-4.607733530745971e-11j)
DS-p,1e-11,51,35.0,35.0,21.1,42.2,1.5707963267948966,2.356194490192345,(2.1439521152231012e-05+5.7109792375608336e-05j),(1.390483458022949e-05-3.722820527361406e-11j),(0.043055302449232224-0.41648193751234047j),(-0.009702312675265293+0.004238596103190232j),(0.0031287403165851527-1.0194323179423203e-10j),(-0.29184875369780683+0.23880242304256127j),(-0.019522418749086157+0.013563717664562004j),(0.0180282823432708-5.451031446203054e-11j),(-0.6953668387543649+0.46100312263733223j),(0.011621626426662025-0.005369375728946461j),(-0.021208904239034376-4.69501151093317e-11j)
DS-p,1e-11,51,35.0,35.0,21.2,42.4,1.5707963267948966,2.356194490192345,(2.1192696445216015e-05+5.6184092172976204e-05j),(1.3789941911333163e-05-3.7409301348288624e-11j),(0.04016710591665829-0.42130396631653466j),(-0.00957752979842159+0.004339602265777525j),(0.003063321951751498-1.0102741073494863e-10j),(-0.29374474328955213+0.2419666882696082j),(-0.0194161668301009+0.013395164778998445j),(0.017950499933039522-5.3876586161550066e-11j),(-0.6979005883149985+0.4598884469645268j),(0.011531831162767157-0.0052999042591598475j),(-0.021064950052320577-4.639303464008319e-11j)
DS-p,1e-11,51,35.0,35.0,21.3,42.6,1.5707963267948966,2.356194490192345,(2.094123037465242e-05+5.527199522682583e-05j),(1.3675773067209308e-05-3.746270480063489e-11j),(0.03723306517750611-0.42605681762265096j),(-0.009452968216211253+0.004436971204107755j),(0.002996745411907491-9.96335802066439e-11j),(-0.29567065156188055+0.24509139780825423j),(-0.019310031172470096+0.01322917866336142j),(0.017874948545005022-5.3817082737968605e-11j),(-0.7004045765491013+0.45877103076812975j),(0.01144296601821837-0.005231600484784847j),(-0.02092208241685925-4.672857217385393e-11j)
DS-p,1e-11,51,35.0,35.0,21.4,42.8,1.5707963267948966,2.356194490192345,(2.068568339169013e-05+5.4373454082764366e-05j),(1.356231379771736e-05-3.8016894568582775e-11j),(0.03425504544849736-0.4307407648567969j),(-0.009328690074281908+0.004530788041128361j),(0.002929114802903127-1.0176859998585862e-10j),(-0.29762534382867667+0.248176518140881j),(-0.01920403840180682+0.013065716921624105j),(0.017801523231555934-5.340532398806844e-11j),(-0.7028792292123967+0.45765112850834j),(0.011355020486985445-0.005164440509340937j),(-0.02078030018148183-4.66259448642823e-11j)
DS-p,1e-11,51,35.0,35.0,21.5,43.0,1.5707963267948966,2.356194490192345,(2.0426590846539376e-05+5.3488413487618684e-05j),(1.3449552633533349e-05-3.896855685089647e-11j),(0.031234865401858564-0.4353561097980426j),(-0.009204754130312645+0.0046211367665975394j),(0.0028605295575386577-1.0143405801491742e-10j),(-0.2996077099402611+0.2512220405795135j),(-0.019098213820192056+0.012904737762359375j),(0.017730123305240333-5.460438171064091e-11j),(-0.705324965643539+0.45652898563408034j),(0.011267984090607554-0.005098401149934428j),(-0.02063960173905144-4.795653048812041e-11j)
DS-p,1e-11,51,35.0,35.0,21.6,43.2,1.5707963267948966,2.356194490192345,(2.016448302619763e-05+5.2616802861335694e-05j),(1.3337474342106376e-05-3.924849206046817e-11j),(0.02817429799969702-0.4399031808735873j),(-0.009081215689193699+0.004708100026553794j),(0.0027910846107240856-9.964963318596813e-11j),(-0.3016166641354694+0.25422797991421653j),(-0.01899258154879742+0.01274620000611931j),(0.017660652081506675-5.416782755585155e-11j),(-0.7077421987793056+0.4554048388491389j),(0.011181846499385-0.005033459569762522j),(-0.02049998512177391-4.730230942106826e-11j)
DS-p,1e-11,51,35.0,35.0,21.7,43.4,1.5707963267948966,2.356194490192345,(1.989986599532686e-05+5.175855931464869e-05j),(1.322607502223308e-05-3.793671659266898e-11j),(0.025075071229559594-0.4443823315078278j),(-0.00895812700644736+0.00479175930579295j),(0.0027208705747410657-9.440862130127129e-11j),(-0.30365114480771555+0.2571943732490709j),(-0.01888716448430455+0.012590063078834673j),(0.017593016895984304-5.2531923054079385e-11j),(-0.7101313353132912+0.4542789164683155j),(0.011096597410370855-0.004969593628310568j),(-0.02036144795859071-4.5846809610650036e-11j)
DS-p,1e-11,51,35.0,35.0,21.8,43.6,1.5707963267948966,2.356194490192345,(1.963306248010336e-05+5.091357468786379e-05j),(1.3115337127411666e-05-3.8744805264549054e-11j),(0.02193886891045818-0.4487939385005185j),(-0.008835537312828186+0.004872194836876051j),(0.002649973890909898-9.726699068882187e-11j),(-0.30571011426874467+0.26012127878892743j),(-0.018781984422771715+0.012436287004376823j),(0.01752712888668027-5.2630620060287404e-11j),(-0.7124927757491927+0.45315143865821184j),(0.011012226600994355-0.004906781705315097j),(-0.020223987518359243-4.622484710317904e-11j)
DS-p,1e-11,51,35.0,35.0,21.9,43.8,1.5707963267948966,2.356194490192345,(1.9364582438592486e-05+5.0081763430412634e-05j),(1.3005261237708076e-05-3.838408545196727e-11j),(0.018767331460402808-0.4531384005266489j),(-0.008713492858990753+0.004949485468759883j),(0.0025784769546272727-9.378770506396406e-11j),(-0.307792558464194+0.26300877470313244j),(-0.018677062018993364+0.012284832434754624j),(0.01746290285497593-5.2232780286914173e-11j),(-0.7148269143931347+0.4520226176921094j),(0.010928724003035808-0.00484500260030649j),(-0.020087600738455308-4.5875923514030854e-11j)
DS-p,1e-11,51,35.0,35.0,22.0,44.0,1.5707963267948966,2.356194490192345,(1.9094752162314953e-05+4.9263020049383505e-05j),(1.28958355351972e-05-3.92394934166653e-11j),(0.015562056702494255-0.45741613675104625j),(-0.008592037153598913+0.0050237088061996695j),(0.0025064583309131992-9.45036324194877e-11j),(-0.30989748675291784+0.2658569580770004j),(-0.01857241693500909+0.012135660604769026j),(0.017400257145867678-5.303182642213096e-11j),(-0.7171341395339729+0.4508926582685289j),(0.010846079562289244-0.004784235669298618j),(-0.019952284246940608-4.6683462687020056e-11j)
DS-p,1e-11,51,35.0,35.0,22.1,44.2,1.5707963267948966,2.356194490192345,(1.8823989080805383e-05+4.845724857893176e-05j),(1.278706030502768e-05-3.926601197409781e-11j),(0.01232460065582187-0.46162758544169713j),(-0.008471210961112816+0.005094941065738488j),(0.0024339928390206783-9.317741888402187e-11j),(-0.31202393160909525+0.2686659438616001j),(-0.01846806780421511+0.011988733356143859j),(0.017339113507437408-5.252524167137664e-11j),(-0.7194148334796769+0.44976175773035404j),(0.010764283399493386-0.00472446069439246j),(-0.01981803435523105-4.6281255018083204e-11j)
DS-p,1e-11,51,35.0,35.0,22.2,44.4,1.5707963267948966,2.356194490192345,(1.8552609825530373e-05+4.7664316169103264e-05j),(1.2678928027208373e-05-3.9119735109539075e-11j),(0.009056478318168207-0.46577320259463667j),(-0.008351052595700459+0.0051632571778071j),(0.002361151728012689-9.168589435766716e-11j),(-0.3141709483133239+0.2714358638702081j),(-0.018364032296131802+0.011844013146919507j),(0.01727939699951714-5.1876291694508427e-11j),(-0.7216693726261274+0.4486301063369582j),(0.010683325628173788-0.004665657945815246j),(-0.01968484715096308-4.5835252476481636e-11j)
DS-p,1e-11,51,35.0,35.0,22.3,44.6,1.5707963267948966,2.356194490192345,(1.8280940713953804e-05+4.688411514275435e-05j),(1.2571449107313254e-05-3.8417035007721294e-11j),(0.005759164480087534-0.46985346072423695j),(-0.008231597902689153+0.005228730729774799j),(0.0022880028055218826-9.014326573386642e-11j),(-0.3163376146616537+0.2741668658089675j),(-0.018260327154645806+0.011701463017092637j),(0.017221035841141687-5.116534318101203e-11j),(-0.7238981275278086+0.44749788744661356j),(0.010603196483673773-0.004607808150926332j),(-0.01955271844519231-4.6138231809049274e-11j)
DS-p,1e-11,51,35.0,35.0,22.4,44.8,1.5707963267948966,2.356194490192345,(1.8009228920603105e-05+4.6116498335246024e-05j),(1.2464596189343778e-05-3.8800490736974256e-11j),(0.0024340945153037796-0.4738688476896972j),(-0.008112880379402871+0.005291433956974675j),(0.002214610539941471-8.819838122366726e-11j),(-0.3185230306488617+0.2768591123799809j),(-0.018156968256168582+0.011561046590740236j),(0.017163961325683257-5.11994739251268e-11j),(-0.7261014629938997+0.4463652778073079j),(0.010523886390812111-0.004550892559423907j),(-0.01942164366876302-4.5982728187324165e-11j)
DS-p,1e-11,51,35.0,35.0,22.5,45.0,1.5707963267948966,2.356194490192345,(1.7737776202794676e-05+4.5361354897434196e-05j),(1.2358383220558659e-05-3.946592668680363e-11j),(-0.0009173348370127377-0.47781986551948735j),(-0.00799493129410127+0.005351437756682996j),(0.0021410362615794814-8.844848181805978e-11j),(-0.32072631817227476+0.2795127804027742j),(-0.018053970609898596+0.011422728083035795j),(0.017108107661814743-5.1610070315801207e-11j),(-0.7282797381902886+0.4452324477574224j),(0.010445385752838151-0.004494892762368263j),(-0.01929161818093962-4.650303100886781e-11j)
DS-p,1e-11,51,35.0,35.0,22.6,45.2,1.5707963267948966,2.356194490192345,(1.746683470946138e-05+4.461854037649763e-05j),(1.225280917356358e-05-3.9135221085802315e-11j),(-0.004293764692788642-0.48170702932442744j),(-0.007877779812605193+0.005408811675215007j),(0.0020673382112655135-8.533974926709496e-11j),(-0.322946620664747+0.2821280599738426j),(-0.017951348385321496+0.011286472315154216j),(0.017053411925517632-5.182321013436048e-11j),(-0.7304333066486969+0.4440995614245073j),(0.010367685116583428-0.004439790743991371j),(-0.019162637090690715-4.827361640838043e-11j)
DS-p,1e-11,51,35.0,35.0,22.7,45.4,1.5707963267948966,2.356194490192345,(1.7196656845993208e-05+4.388791468196672e-05j),(1.2147866132644885e-05-3.927745924345903e-11j),(-0.007693873225260736-0.48553086625812597j),(-0.007761452970957825+0.005463623854431223j),(0.001993571700609818-8.412674964902527e-11j),(-0.3251831027806092+0.2847051536447268j),(-0.017849115061363923+0.011152244642409012j),(0.016999813905785865-5.149825703174452e-11j),(-0.7325625163976106+0.442966776952595j),(0.010290775122470085-0.004385568987135411j),(-0.01903469525718375-4.805713025303212e-11j)
DS-p,1e-11,51,35.0,35.0,22.8,45.6,1.5707963267948966,2.356194490192345,(1.6927474454051265e-05+4.316934293157205e-05j),(1.2043556658910149e-05-3.998374788020035e-11j),(-0.011116374900726008-0.48929191459090404j),(-0.007645975930791764+0.005515941176778111j),(0.0019197892175101833-8.521310679236513e-11j),(-0.3274349500616924+0.28724427567171007j),(-0.017747283297779554+0.011020011007103257j),(0.016947256020884073-5.1221055506368015e-11j),(-0.7346677100614613+0.4418342467118147j),(0.010214646531420495-0.004332210340364032j),(-0.018907787355021854-4.676268195359104e-11j)
DS-p,1e-11,51,35.0,35.0,22.9,45.8,1.5707963267948966,2.356194490192345,(1.6659490813013364e-05+4.2462682537101545e-05j),(1.1939887505426662e-05-3.95080509945853e-11j),(-0.014560019718584625-0.49299072264089216j),(-0.007531372036768482+0.005565829206174584j),(0.0018460405495420418-8.39409335856436e-11j),(-0.3297013685747499+0.2897456512683436j),(-0.01764586499691887+0.01088973794196043j),(0.016895683220606354-5.0482345697615545e-11j),(-0.7367492248706645+0.44070211744345383j),(0.010139290124482041-0.004279698009591045j),(-0.018781907957419228-4.629420575997175e-11j)
DS-p,1e-11,51,35.0,35.0,23.0,46.0,1.5707963267948966,2.356194490192345,(1.6392840153612697e-05+4.176777827196842e-05j),(1.183685405190156e-05-3.962521693966539e-11j),(-0.0180235924180108-0.496627848018987j),(-0.007417662819453356+0.005613352151598177j),(0.0017723728672423625-8.410191407936285e-11j),(-0.3319815846009382+0.2922095159023259j),(-0.01754487144024295+0.01076139251143576j),(0.016845042875508916-5.010506522146571e-11j),(-0.7388073927725932+0.43957053049240696j),(0.010064696845085357-0.004228015637772475j),(-0.018657051392817786-4.6344530022175e-11j)
DS-p,1e-11,51,35.0,35.0,23.1,46.2,1.5707963267948966,2.356194490192345,(1.612772797912661e-05+4.108447626095975e-05j),(1.1734456755563283e-05-3.9824360073601214e-11j),(-0.021505911753511752-0.5002038566466978j),(-0.0073048681215643185+0.005658572891992175j),(0.0016988308465385742-8.240978398385386e-11j),(-0.33427484424420956+0.2946361146077085j),(-0.017444313214355522+0.010634942349844077j),(0.016795284716759507-4.985678873310794e-11j),(-0.7408425405130633+0.43843962196420583j),(0.009990857730690042-0.004177147181235366j),(-0.018533211871311822-4.584252670881383e-11j)
DS-p,1e-11,51,35.0,35.0,23.2,46.4,1.5707963267948966,2.356194490192345,(1.5864313839481485e-05+4.041263953564068e-05j),(1.1632705466061571e-05-4.002353882582871e-11j),(-0.025005829732136588-0.5037193220142375j),(-0.007193006176119595+0.005701553022127602j),(0.001625456768564501-8.15799212979886e-11j),(-0.336580413119988+0.29702570135203626j),(-0.017344200289183966+0.010510355629265451j),(0.01674636069756668-4.979329061180616e-11j),(-0.7428549897427379+0.43730952293032216j),(0.009917763896313601-0.004127077024223412j),(-0.018410383440563116-4.601565792212915e-11j)
DS-p,1e-11,51,35.0,35.0,23.3,46.6,1.5707963267948966,2.356194490192345,(1.5602739128659567e-05+3.9752108273353494e-05j),(1.1531596580324592e-05-4.062051313421772e-11j),(-0.028522230886784402-0.5071748244000892j),(-0.007082093664362027+0.005742352828692945j),(0.0015522906163321758-8.121322948686233e-11j),(-0.3388975759691587+0.2993785384131376j),(-0.017244542022386147+0.010387601063367807j),(0.016698224961343752-5.011598906375294e-11j),(-0.7448450570296445+0.43618035954565554j),(0.009845406562151828-0.004077789836760968j),(-0.018288560038204935-4.625783363535877e-11j)
DS-p,1e-11,51,35.0,35.0,23.4,46.8,1.5707963267948966,2.356194490192345,(1.534316712096154e-05+3.9102730794280186e-05j),(1.143112687488311e-05-4.063061209574848e-11j),(-0.03205403153288908-0.5105709501493837j),(-0.006972145793018358+0.005781031315026207j),(0.0014793701625740452-8.015554609558421e-11j),(-0.34122563635022646+0.3016948957920335j),(-0.017145347184951996+0.010266647899801988j),(0.01665083370971413-4.994350009714619e-11j),(-0.746813053976636+0.43505225324546626j),(0.009773777076039755-0.004029270654759348j),(-0.018167735445366512-4.6020002334101785e-11j)
DS-p,1e-11,51,35.0,35.0,23.5,47.0,1.5707963267948966,2.356194490192345,(1.5085693812090227e-05+3.8464352813874676e-05j),(1.1331303967406642e-05-4.093019447142558e-11j),(-0.03560017907038479-0.5139082909128615j),(-0.006863176384920407+0.005817646216343238j),(0.00140673107866154-8.247120652576181e-11j),(-0.34356391623035426+0.30397505064383257j),(-0.017046624011897386+0.010147465906172772j),(0.016604145148721966-4.937028797510574e-11j),(-0.7487592872847202+0.4339253209005567j),(0.009702866811366024-0.0039815048492468745j),(-0.018047903390401285-4.564493375449569e-11j)
DS-p,1e-11,51,35.0,35.0,23.6,47.2,1.5707963267948966,2.356194490192345,(1.4830488048043838e-05+3.783682932222143e-05j),(1.1232137437167458e-05-3.934357673368833e-11j),(-0.03915965125041336-0.517187443019773j),(-0.006755197961911038+0.005852254057541256j),(0.0013344069769672794-7.941855260601355e-11j),(-0.34591175568082594+0.30621928673579285j),(-0.016948380130680278+0.010030025395860608j),(0.01655811940371711-4.799458104116879e-11j),(-0.750684058842209+0.43279967495174265j),(0.009632667321400406-0.003934478147561903j),(-0.017929057420194794-4.5089323607440535e-11j)
DS-p,1e-11,51,35.0,35.0,23.7,47.4,1.5707963267948966,2.356194490192345,(1.45775353513335e-05+3.7219987974994144e-05j),(1.11336121438807e-05-4.044808158519509e-11j),(-0.04273145548351897-0.5204090068756821j),(-0.006648221787691625+0.005884910105838342j),(0.0012624295678698993-8.199504054729813e-11j),(-0.34826851250538027+0.3084278939277264j),(-0.01685062275550263+0.009914297168263602j),(0.016512718449289615-4.890122216945351e-11j),(-0.7525876657797219+0.43167542357464644j),(0.009563170164167283-0.0038881765683629263j),(-0.01781119106306568-4.6196381269372295e-11j)
DS-p,1e-11,51,35.0,35.0,23.8,47.6,1.5707963267948966,2.356194490192345,(1.4327059686727403e-05+3.6613673801361504e-05j),(1.1035731941624882e-05-3.976379828057044e-11j),(-0.046314628169584864-0.5235735863459124j),(-0.006542257824653612+0.0059156683472077285j),(0.0011908286630771762-7.848000567430794e-11j),(-0.35063356192859574+0.31060116773759616j),(-0.016753358532130013+0.009800252543382109j),(0.016467906022835557-4.8096184103242624e-11j),(-0.7544704005767133+0.4305526708266384j),(0.00949436708505863-0.0038425864055736513j),(-0.0176942977053213-4.5433572672071574e-11j)
DS-p,1e-11,51,35.0,35.0,23.9,47.8,1.5707963267948966,2.356194490192345,(1.4079047754708362e-05+3.601774479691528e-05j),(1.09385058938722e-05-3.997142722059718e-11j),(-0.049908233987894214-0.526681788097924j),(-0.006437315002670484+0.005944581652946854j),(0.001119632317068778-7.703811798018308e-11j),(-0.35300629613994566+0.3127394087452081j),(-0.016656593673195535+0.00968786333026224j),(0.01642364756522019-4.803561095615259e-11j),(-0.7563325510413423+0.42943151672696867j),(0.009426249879026289-0.0037976943334361336j),(-0.017578370665685558-4.5577075529806866e-11j)
DS-p,1e-11,51,35.0,35.0,24.0,48.0,1.5707963267948966,2.356194490192345,(1.38336272769326e-05+3.543205438053844e-05j),(1.0841938181994915e-05-4.1001337525339354e-11j),(-0.0535113652670204-0.5297342212360752j),(-0.006333401081043551+0.005971701645167037j),(0.0010488668827806531-8.029668036927352e-11j),(-0.3553861241094241+0.3148429222922009j),(-0.01656033395219056+0.009577101826695938j),(0.016379910166579845-4.874740904478408e-11j),(-0.7581744005401083+0.42831205748104634j),(0.009358810427582525-0.003753487235193897j),(-0.01746340322468512-4.6256304606701006e-11j)
DS-p,1e-11,51,35.0,35.0,24.1,48.2,1.5707963267948966,2.356194490192345,(1.3590879549982363e-05+3.485640941855352e-05j),(1.0746026634160868e-05-4.087076174166501e-11j),(-0.057123141284473634-0.5327314966150202j),(-0.006230522817673306+0.0059970787559989365j),(0.0009785570139321336-7.728775976228072e-11j),(-0.3577724711029608+0.3169120179462972j),(-0.016464584660442365+0.00946794084961499j),(0.01633666243331236-4.859936748254061e-11j),(-0.7599962279145555+0.42719438551884437j),(0.009292040741298416-0.003709952319026777j),(-0.017349388573342533-4.576400265093955e-11j)
DS-p,1e-11,51,35.0,35.0,24.2,48.4,1.5707963267948966,2.356194490192345,(1.3350840288950996e-05+3.4290682855472876e-05j),(1.0650771122252059e-05-4.0533380701726014e-11j),(-0.060742707654014946-0.5356742265096862j),(-0.006128685969895135+0.006020762320800696j),(0.0009087258786815513-7.568165536227244e-11j),(-0.36016477844955364+0.318947009161751j),(-0.016369350722376642+0.009360353643013542j),(0.01629387453985035-4.784312639060643e-11j),(-0.7617983076839656+0.42607858969764395j),(0.009225932904611767-0.0036670771052630374j),(-0.017236319820164853-4.534705615213508e-11j)
DS-p,1e-11,51,35.0,35.0,24.3,48.6,1.5707963267948966,2.356194490192345,(1.3113545180825107e-05+3.373471182218767e-05j),(1.055617460508397e-05-4.0782070803414065e-11j),(-0.06436923569103906-0.5385630240266446j),(-0.0060278953828659665+0.006042800509990693j),(0.0008393951052617975-7.683230645244901e-11j),(-0.36256250311119587+0.32094821284918135j),(-0.016274636660687628+0.00925431395098059j),(0.016251518072930668-4.717696263123511e-11j),(-0.7635809099954387+0.4249647553543715j),(0.009160479102086698-0.003624849327465862j),(-0.017124190062081324-4.4906731602958544e-11j)
DS-p,1e-11,51,35.0,35.0,24.4,48.8,1.5707963267948966,2.356194490192345,(1.2879067133594294e-05+3.318834908717927e-05j),(1.0462245022392277e-05-4.131242220622806e-11j),(-0.06800192176681803-0.541398502701085j),(-0.0059281550387491055+0.0060632404214950655j),(0.0007705848892932837-7.594134033279131e-11j),(-0.364965117407462+0.3229159490239784j),(-0.016180446570029778+0.00914979598926861j),(0.016209566000614194-4.771131804452721e-11j),(-0.7653443007556819+0.4238529644419349j),(0.00909567158016156-0.003583257058036365j),(-0.01701299233937549-4.527395128926659e-11j)
DS-p,1e-11,51,35.0,35.0,24.5,49.0,1.5707963267948966,2.356194490192345,(1.2647470139132068e-05+3.2651437219093256e-05j),(1.0368988910337482e-05-4.108226031293023e-11j),(-0.07163998670296803-0.5441812761468453j),(-0.00582946798116378+0.006082127940361004j),(0.0007023140668953824-7.363158860973292e-11j),(-0.3673721086820392+0.3248505404421501j),(-0.016086784248087772+0.00904677441069209j),(0.01616799260355663-4.7346867977061815e-11j),(-0.7670887417077216+0.42274329566401725j),(0.009031502713861703-0.0035422885103996472j),(-0.016902719680782635-4.485483244569109e-11j)
DS-p,1e-11,51,35.0,35.0,24.6,49.2,1.5707963267948966,2.356194490192345,(1.241872937766058e-05+3.212383295539498e-05j),(1.0276382359631839e-05-4.1811410580515524e-11j),(-0.0752826751925758-0.5469119576576099j),(-0.00573183654513423+0.006099508008673819j),(0.0006346001582961626-7.53571110344593e-11j),(-0.36978297897757373+0.3267523122974825j),(-0.015993653116973972+0.008945224302273572j),(0.016126773483104297-4.76423689500712e-11j),(-0.7688144904885582+0.4216358245695543j),(0.008967964987051089-0.0035019323230971906j),(-0.01679336495873935-4.536279370008324e-11j)
DS-p,1e-11,51,35.0,35.0,24.7,49.4,1.5707963267948966,2.356194490192345,(1.2192938804163214e-05+3.160537944370701e-05j),(1.0184448772905877e-05-4.1970850298931736e-11j),(-0.0789292551889814-0.5495911597539448j),(-0.005635262262490608+0.006115424396836466j),(0.0005674594211017877-7.429730269347189e-11j),(-0.372197244680179+0.32862159186757567j),(-0.015901056250390736+0.00884512122544206j),(0.016085885435079293-4.765450180662657e-11j),(-0.7705218006764134+0.4205306236302463j),(0.008905050958804927-0.003462177234898967j),(-0.016684921143320576-4.532060328396035e-11j)
DS-p,1e-11,51,35.0,35.0,24.8,49.6,1.5707963267948966,2.356194490192345,(1.1970113492238321e-05+3.1095926346086725e-05j),(1.0093186456111916e-05-4.1550662200027015e-11j),(-0.08257901733374888-0.5522194939297526j),(-0.005539745971249302+0.006129919880832604j),(0.0005009069305605778-7.256972730921202e-11j),(-0.37461443624396557+0.3304587082325084j),(-0.015808996424203615+0.008746441165878862j),(0.016045306418955328-4.731162407206574e-11j),(-0.7722109218880093+0.4194277623870345j),(0.008842753237256647-0.003423012279325231j),(-0.016577381164929274-4.523954149520807e-11j)
DS-p,1e-11,51,35.0,35.0,24.9,49.8,1.5707963267948966,2.356194490192345,(1.175022452848363e-05+3.059533295676764e-05j),(1.0002587731070683e-05-4.2251422938836085e-11j),(-0.08623127438692788-0.5547975703032104j),(-0.005445287812679597+0.006143036206066904j),(0.00043495660908486307-7.410297076942117e-11j),(-0.37703409785158765+0.33226399196118j),(-0.015717476127561913+0.008649160519365854j),(0.016005015519319484-4.747690121181765e-11j),(-0.7738820998043286+0.41832730750746366j),(0.008781064584262753-0.0033844267116100264j),(-0.01647073788263513-4.529308149107669e-11j)
DS-p,1e-11,51,35.0,35.0,25.0,50.0,1.5707963267948966,2.356194490192345,(1.1533342137068283e-05+3.0103444609051906e-05j),(9.91266226241759e-06-4.172266641585951e-11j),(-0.08988536067697518-0.5573259972525288j),(-0.005351887298736532+0.006154814099224743j),(0.00036962128050707296-7.257575317757317e-11j),(-0.3794557870982612+0.3340377748629183j),(-0.015626497502947888+0.008553256129208896j),(0.015964992900581294-4.671817150328721e-11j),(-0.7755355762393853+0.417229322869126j),(0.008719977798454095-0.003346410047052251j),(-0.01636498418281316-4.511284401588203e-11j)
DS-p,1e-11,51,35.0,35.0,25.1,50.2,1.5707963267948966,2.356194490192345,(1.1319446257501524e-05+2.962012236099737e-05j),(9.823414414869558e-06-4.1966782421760255e-11j),(-0.09354063155157827-0.5598053812086997j),(-0.0052595433582103696+0.006165293346659034j),(0.00030491273626698234-7.093309118670853e-11j),(-0.3818790747236051+0.33578038972936525j),(-0.015536062455347804+0.008458705236746883j),(0.015925219759955093-4.7077423427574724e-11j),(-0.7771715892835322+0.41613386975236594j),(0.008659485778003212-0.003308952005198669j),(-0.016260112940293017-4.538644084521436e-11j)
DS-p,1e-11,51,35.0,35.0,25.2,50.4,1.5707963267948966,2.356194490192345,(1.1108538470787181e-05+2.914521989981489e-05j),(9.734827375249e-06-4.2687027327212675e-11j),(-0.09719646285493459-0.5622363263693817j),(-0.005168254277733646+0.0061745127004972054j),(0.00024084177580099148-7.238776439227856e-11j),(-0.38430354427525854+0.33749217006804844j),(-0.01544617263881343+0.008365485474232322j),(0.01588567827354394-4.7393750996346373e-11j),(-0.7787903732623399+0.41504100678796974j),(0.008599581550895902-0.0032720425046640763j),(-0.016156116976268075-4.589131975323836e-11j)
DS-p,1e-11,51,35.0,35.0,25.3,50.6,1.5707963267948966,2.356194490192345,(1.0900654862830081e-05+2.86786105179182e-05j),(9.646931735995956e-06-4.258687476423933e-11j),(-0.10085225039716857-0.5646194343887369j),(-0.005078017860028358+0.006182510003887233j),(0.0001774182164813523-7.142160935937662e-11j),(-0.3867287918423237+0.33917344990769643j),(-0.015356829400576501+0.008273574903642139j),(0.015846351558139477-4.727968927098424e-11j),(-0.780392158864711+0.4139507901368109j),(0.008540258190144836-0.0032356717097238308j),(-0.01605298915977972-4.606267523379877e-11j)
DS-p,1e-11,51,35.0,35.0,25.4,50.8,1.5707963267948966,2.356194490192345,(1.0695804122095101e-05+2.82201231903631e-05j),(9.559699983230363e-06-4.234600110362394e-11j),(-0.10450740943478487-0.5669553041821789j),(-0.004988831371998549+0.006189322129010483j),(0.00011465100884391205-7.011399337245955e-11j),(-0.3891544257243908+0.3408245635053691j),(-0.015268033897249466+0.008182951966209318j),(0.015807223646204165-4.6931946062760176e-11j),(-0.7819771731376426+0.41286327352071545j),(0.008481508853632476-0.003199829958488963j),(-0.015950722347917508-4.5749798134277634e-11j)
DS-p,1e-11,51,35.0,35.0,25.5,51.0,1.5707963267948966,2.356194490192345,(1.0493939111047047e-05+2.776963713502223e-05j),(9.473135038351455e-06-4.2790214043759615e-11j),(-0.10816137417897473-0.5692445316852717j),(-0.004900691628749586+0.006194985103758224j),(5.254821777154334e-05-7.035504888894147e-11j),(-0.39158006618210184+0.34244584519898075j),(-0.015179787025063087+0.00809359548253993j),(0.01576827943731503-4.7190686497166066e-11j),(-0.7835456396074664+0.41177850832979984j),(0.008423326795479509-0.0031645078346862914j),(-0.01584930938180416-4.6067638200111614e-11j)
DS-p,1e-11,51,35.0,35.0,25.6,51.2,1.5707963267948966,2.356194490192345,(1.0295108074496843e-05+2.7327009555627724e-05j),(9.38724706125299e-06-4.2424408054820586e-11j),(-0.11181359729809277-0.5714877096574615j),(-0.00481359494066521+0.006199533983223475j),(-8.882917566198356e-06-6.98303412502838e-11j),(-0.39400534514264635+0.3440376291721363j),(-0.015092089462940522+0.008005484658568006j),(0.01572950465326832-4.6710956545863235e-11j),(-0.785097778316333+0.41069654371258046j),(0.008365705373913788-0.003129696082191151j),(-0.015748743121673243-4.603119705012692e-11j)
DS-p,1e-11,51,35.0,35.0,25.7,51.4,1.5707963267948966,2.356194490192345,(1.0099272429090096e-05+2.689210904855549e-05j),(9.302037046209077e-06-4.226339695210692e-11j),(-0.11546354946977648-0.5736854274775043j),(-0.0047275372331816515+0.006203002993118111j),(-6.96359388817e-05-6.895395800949571e-11j),(-0.39642990591445104+0.34560024931292094j),(-0.01500494168389609+0.007918599072002208j),(0.0156908857965739-4.630760035639783e-11j),(-0.7866338059075225+0.4096174266020103j),(0.008308638013364268-0.0030953856511734936j),(-0.01564901643796828-4.570585102602967e-11j)
