form,rtol,N,a1,a2,omega1,omega multiplier,phi1,phi offset,square,chi,gamma,triangle,alpha,tilde,star,beta,rho,epsilon,delta
DS-p,1e-11,51,35.0,35.0,155.8,2.0,1.5707963267948966,0.7853981633974483,(-7.86291598497968e-09+8.031655234115587e-09j),(1.789665969066656e-08-7.021166091298275e-11j),(-0.9625907462322303-0.22003633315004448j),(0.00023741686032267666+8.919182278649602e-05j),(-0.000485997541073889-6.931741532918979e-11j),(-0.9740063756576429+0.14202099216241926j),(-0.0005072098122817989+3.813294320571554e-05j),(0.000993322430631105-6.950323910419981e-11j),(-0.9937068574592638+0.07907137637696106j),(0.0002540887296691753-1.5149121759959862e-05j),(-0.0005073501821694689-5.1708382754213975e-11j)
DS-p,1e-11,51,35.0,35.0,155.9,2.0,1.5707963267948966,0.7853981633974483,(-7.815543833639138e-09+8.031317957901685e-09j),(1.788474483094271e-08-7.035888059319706e-11j),(-0.9626381602655979-0.2199010616349288j),(0.00023713449299058754+8.902328332925332e-05j),(-0.0004854042732942501-6.953475726617446e-11j),(-0.9740393011134391+0.14193396623241367j),(-0.0005065626154947163+3.805965383240923e-05j),(0.0009920817376093925-6.964928750282042e-11j),(-0.9937149088467669+0.07902110852817634j),(0.0002537639325131541-1.5120051893919044e-05j),(-0.0005067026077434228-5.183694523671183e-11j)
DS-p,1e-11,51,35.0,35.0,156.0,2.0,1.5707963267948966,0.7853981633974483,(-7.766302993067464e-09+8.030919961161953e-09j),(1.787682840474758e-08-7.049693389090712e-11j),(-0.9626854845805045-0.21976595237729024j),(0.0002368526146176407+8.885516588457939e-05j),(-0.0004848120663929409-6.973110038923192e-11j),(-0.9740721643175746+0.14184704413132387j),(-0.0005059166527342646+3.7986550930901863e-05j),(0.0009908433496652047-6.978605872422401e-11j),(-0.9937229448049973+0.07897090426107789j),(0.0002534397591002456-1.5091057601602587e-05j),(-0.0005060562706908148-5.195465893024307e-11j)
DS-p,1e-11,51,35.0,35.0,156.1,2.0,1.5707963267948966,0.7853981633974483,(-7.71664599580335e-09+8.03053278302518e-09j),(1.787005238229611e-08-7.064798948273593e-11j),(-0.9627327194020259-0.21963100509310043j),(0.000236571222704254+8.868746963439707e-05j),(-0.0004842209206715742-6.994882106769216e-11j),(-0.9741049654258409+0.1417602256795567j),(-0.0005052719220882546+3.7913635187718925e-05j),(0.000989607258369024-6.993594913095916e-11j),(-0.9937309653730998+0.07892076345614187j),(0.00025311620639642887-1.5062137137135346e-05j),(-0.0005054111675154016-5.209112608031193e-11j)
DS-p,1e-11,51,35.0,35.0,156.2,2.0,1.5707963267948966,0.7853981633974483,(-7.667475807049406e-09+8.030623416255267e-09j),(1.7862994293807444e-08-7.078625773692063e-11j),(-0.9627798649549288-0.21949621949923465j),(0.00023629031546342286+8.852019366736906e-05j),(-0.00048363083500316956-7.015050129725667e-11j),(-0.9741377045940312+0.14167351069771839j),(-0.0005046284209366605+3.784090638320366e-05j),(0.0009883734568771722-7.007314319316e-11j),(-0.9937389705904718+0.07887068599385927j),(0.0002527932720898726-1.5033290151785861e-05j),(-0.000504767295246086-5.221038624509276e-11j)
DS-p,1e-11,51,35.0,35.0,156.3,2.0,1.5707963267948966,0.7853981633974483,(-7.618376849510833e-09+8.03006150029012e-09j),(1.785582839398947e-08-7.093331106431683e-11j),(-0.9628269214628408-0.21936159531383637j),(0.00023600989196819432+8.835333549385134e-05j),(-0.0004830418068311332-7.036236920360739e-11j),(-0.9741703819772536+0.14158689900617077j),(-0.0005039861464591344+3.776836277509434e-05j),(0.0009871419396141213-7.021912870441746e-11j),(-0.9937469604961976+0.07882067175439378j),(0.00025247095458058935-1.500451741240057e-05j),(-0.000504124650649064-5.233972265918729e-11j)
DS-p,1e-11,51,35.0,35.0,156.4,2.0,1.5707963267948966,0.7853981633974483,(-7.569816155850173e-09+8.029890891970981e-09j),(1.7848354886065843e-08-7.106700141806281e-11j),(-0.9628738891493002-0.21922713225453774j),(0.00023572995093319032+8.818689494266682e-05j),(-0.00048245383380041834-7.055858084449867e-11j),(-0.9742029977302078+0.14150039042684037j),(-0.0005033450953704673+3.769600499815232e-05j),(0.0009859127008857195-7.035183537780338e-11j),(-0.9937549351292065+0.0787707206193324j),(0.00025214925222251383-1.4975817488547963e-05j),(-0.0005034832308168698-5.2460184121588644e-11j)
DS-p,1e-11,51,35.0,35.0,156.5,2.0,1.5707963267948966,0.7853981633974483,(-7.521677062444221e-09+8.029710718386596e-09j),(1.784059632144175e-08-7.122717960764463e-11j),(-0.9629207682362662-0.2190928300409805j),(0.00023545049129183697+8.8020870363602e-05j),(-0.00048186691344488664-7.078182016764369e-11j),(-0.9742355520069902+0.14141398478058786j),(-0.0005027052646650598+3.762383204499505e-05j),(0.0009846857351791284-7.051093243571355e-11j),(-0.9937628945283747+0.07872083246915527j),(0.0002518281635178546-1.4947190639563344e-05j),(-0.0005028430324871547-5.2597647364398686e-11j)
DS-p,1e-11,51,35.0,35.0,156.6,2.0,1.5707963267948966,0.7853981633974483,(-7.474026401249612e-09+8.029109543027102e-09j),(1.7832353342225882e-08-7.137132516386375e-11j),(-0.9629675589458762-0.2189586883922572j),(0.00023517151190476614+8.785525995602087e-05j),(-0.0004812810435236639-7.0993469556597e-11j),(-0.974268044961419+0.14132768189000283j),(-0.0005020666515818117+3.755184282409202e-05j),(0.0009834610366552879-7.065414131061386e-11j),(-0.9937708387324347+0.07867100718592986j),(0.00025150768655865866-1.4918637145982508e-05j),(-0.0005022040529694526-5.27294050534598e-11j)
DS-p,1e-11,51,35.0,35.0,156.7,2.0,1.5707963267948966,0.7853981633974483,(-7.426914905989124e-09+8.028459772858876e-09j),(1.782373207706578e-08-7.15147398248797e-11j),(-0.9630142614991245-0.2188247070291826j),(0.00023489301172241808+8.769006290180353e-05j),(-0.000480696221363236-7.11981929217711e-11j),(-0.9743004767468625+0.1412414815768812j),(-0.0005014292527949007+3.7480037375426e-05j),(0.0009822386000115056-7.079667107961897e-11j),(-0.9937787677801794+0.07862124465070604j),(0.00025118781994048003-1.4890156058778138e-05j),(-0.0005015662889669651-5.2852618196601577e-11j)
DS-p,1e-11,51,35.0,35.0,156.8,2.0,1.5707963267948966,0.7853981633974483,(-7.380504356974127e-09+8.028157531987656e-09j),(1.7814469137691913e-08-7.166713452561398e-11j),(-0.9630608761163502-0.21869088567163975j),(0.00023461498953821804+8.75252784172132e-05j),(-0.00048011244461787506-7.140898237760082e-11j),(-0.974332847515668+0.14115538366490013j),(-0.0005007930652071134+3.740841555440692e-05j),(0.000981018419737082-7.094838926600357e-11j),(-0.9937866817097927+0.07857154474663712j),(0.00025086856215257927-1.4861746699193924e-05j),(-0.0005009297373064735-5.298566077694202e-11j)
DS-p,1e-11,51,35.0,35.0,156.9,2.0,1.5707963267948966,0.7853981633974483,(-7.334724400759329e-09+8.027070417214455e-09j),(1.780450569269232e-08-7.180461538429658e-11j),(-0.9631074030191039-0.2185572240426519j),(0.00023433744427088683+8.736090394527072e-05j),(-0.0004795297111446009-7.160424244373522e-11j),(-0.9743651574223785+0.14106938797646706j),(-0.0005001580862791302+3.733697550837613e-05j),(0.0009798004899137774-7.108509269876202e-11j),(-0.9937945805617948+0.07852190735521881j),(0.00025054991132005336-1.4833410180981532e-05j),(-0.0005002943954562338-5.3102849852856596e-11j)
DS-p,1e-11,51,35.0,35.0,157.0,2.0,1.5707963267948966,0.7853981633974483,(-7.196658234620568e-09+7.728175207416532e-09j),(1.7791850744422466e-08-6.553259425335148e-11j),(-0.9631538424634639-0.218423721852569j),(0.000234060384729496+8.719711174700966e-05j),(-0.0004789478769764849-6.514237544587899e-11j),(-0.9743974065665465+0.14098349434346405j),(-0.0004995242189033064+3.726602339793224e-05j),(0.0009785848539223523-6.491091762330946e-11j),(-0.9938024643293291+0.07847233234530146j),(0.0002502319141458702-1.4804857106967637e-05j),(-0.0004996602101681128-5.000705508478248e-11j)
DS-p,1e-11,51,35.0,35.0,157.1,2.0,1.5707963267948966,0.7853981633974483,(-7.151475779620942e-09+7.725980306905189e-09j),(1.7780506664233364e-08-6.563164000446065e-11j),(-0.9632001945917865-0.21829037884528704j),(0.00023378379081441872+8.703355471054598e-05j),(-0.000478367219313533-6.52089088363378e-11j),(-0.9744295952001882+0.14089770257440462j),(-0.0004988916464670964+3.719494896885656e-05j),(0.0009773714106306678-6.500963082805184e-11j),(-0.9938103331371171+0.0784228196282908j),(0.0002499144737481522-1.4776661812868162e-05j),(-0.0004990272768466541-5.006254323584938e-11j)
DS-p,1e-11,51,35.0,35.0,157.2,2.0,1.5707963267948966,0.7853981633974483,(-7.106956460833924e-09+7.722204231098984e-09j),(1.7768236987639185e-08-6.574729592119876e-11j),(-0.9632464596586319-0.218157194734037j),(0.00023350767045297177+8.687040309824528e-05j),(-0.0004777875979238011-6.530149476185875e-11j),(-0.9744617234237781+0.14081201250069764j),(-0.0004982602739213374+3.712405402953988e-05j),(0.0009761602013127046-6.512491293249178e-11j),(-0.9938181869796489+0.07837336907280631j),(0.0002495976354104576-1.4748539053888307e-05j),(-0.000498395544243517-5.013406191211268e-11j)
DS-p,1e-11,51,35.0,35.0,157.3,2.0,1.5707963267948966,0.7853981633974483,(-7.063646629418274e-09+7.718811946381965e-09j),(1.7754950717985274e-08-6.586134991778684e-11j),(-0.9632926378812241-0.21802416924236429j),(0.0002332320224640947+8.670765756643045e-05j),(-0.00047720901046507946-6.53840864303895e-11j),(-0.9744937913877573+0.14072642394747928j),(-0.0004976300980197058+3.7053339479755504e-05j),(0.0009749512203444232-6.523861134134973e-11j),(-0.9938260258948647+0.07832398056272435j),(0.00024928139752163417-1.4720487567601278e-05j),(-0.0004977650095717469-5.020107776278195e-11j)
DS-p,1e-11,51,35.0,35.0,157.4,2.0,1.5707963267948966,0.7853981633974483,(-7.021518810823579e-09+7.715485247222764e-09j),(1.7740655947756645e-08-6.598997563830726e-11j),(-0.9633387294758178-0.21789130209477953j),(0.00023295684570015865+8.654531670844977e-05j),(-0.00047663145458214096-6.548689871921424e-11j),(-0.9745257992419566+0.14064093674002834j),(-0.0004970011157103826+3.698280502867444e-05j),(0.0009737444623755063-6.536709975884914e-11j),(-0.9938338499205582+0.07827465398215512j),(0.0002489657586562631-1.4692506512311871e-05j),(-0.0004971356696958449-5.0286848317503137e-11j)
DS-p,1e-11,51,35.0,35.0,157.5,2.0,1.5707963267948966,0.7853981633974483,(-6.9807800234800155e-09+7.712625794097094e-09j),(1.7725195934278903e-08-6.608944447976994e-11j),(-0.9633847346581157-0.21775859301683284j),(0.00023268213904043683+8.638337950667065e-05j),(-0.0004760549279667417-6.557144687658291e-11j),(-0.9745577471361658+0.14055555070344802j),(-0.0004963733240587256+3.691244999796256e-05j),(0.0009725399219385963-6.546640744121165e-11j),(-0.9938416590944849+0.07822538921473854j),(0.0002486507171486421-1.4664596003766258e-05j),(-0.0004965075217909856-5.034667982058433e-11j)
DS-p,1e-11,51,35.0,35.0,157.6,2.0,1.5707963267948966,0.7853981633974483,(-6.941200711430007e-09+7.70863112058151e-09j),(1.7708485126194384e-08-6.621970782085431e-11j),(-0.9634306536429331-0.21762604173395564j),(0.00023240790144131093+8.622184332390749e-05j),(-0.0004754794283535063-6.568526606409652e-11j),(-0.9745896352190596+0.14047026566399695j),(-0.0004957467205138934+3.6842272779692535e-05j),(0.0009713375934878917-6.559635844835434e-11j),(-0.9938494534539739+0.07817618614521718j),(0.00024833627133880043-1.46367567378969e-05j),(-0.0004958805628978349-5.0433701749496047e-11j)
DS-p,1e-11,51,35.0,35.0,157.7,2.0,1.5707963267948966,0.7853981633974483,(-6.902859377849735e-09+7.704067730117392e-09j),(1.76905061814725e-08-6.632747158036808e-11j),(-0.9634764866447469-0.21749364797298246j),(0.00023213413185015595+8.60607072696917e-05j),(-0.0004749049534028618-6.577443414152185e-11j),(-0.9746214636394552+0.14038508144760267j),(-0.0004951213020452996+3.677227292204783e-05j),(0.0009701374715955034-6.570392295944691e-11j),(-0.9938572330366295+0.07812704465799702j),(0.00024802241959753085-1.460898848656164e-05j),(-0.0004952547902008515-5.049968538424787e-11j)
DS-p,1e-11,51,35.0,35.0,157.8,2.0,1.5707963267948966,0.7853981633974483,(-6.866366916019606e-09+7.70017937693629e-09j),(1.7670994287635744e-08-6.645703126368376e-11j),(-0.963522233877033-0.21736141146084115j),(0.00023186082889038208+8.589997156625059e-05j),(-0.0004743315009164001-6.588419601505188e-11j),(-0.9746532325453332+0.14029999788093173j),(-0.0004944970655063573+3.67024514180388e-05j),(0.0009689395507204938-6.583350964410279e-11j),(-0.9938649978796594+0.07807796463800859j),(0.0002477091603770021-1.4581289507670714e-05j),(-0.0004946302008383627-5.0584297935832835e-11j)
DS-p,1e-11,51,35.0,35.0,157.9,2.0,1.5707963267948966,0.7853981633974483,(-6.83137587470517e-09+7.696100996941457e-09j),(1.7650104369368314e-08-6.658479975644129e-11j),(-0.9635678955530922-0.2172293319243841j),(0.0002315879916803265+8.573963398854855e-05j),(-0.00047375906846939403-6.600725572315685e-11j),(-0.9746849420842423+0.14021501479188692j),(-0.0004938740081631907+3.663280670884207e-05j),(0.0009677438256038128-6.596122536868965e-11j),(-0.9938727480201818+0.07802894597139015j),(0.00024739649217991183-1.455366057220896e-05j),(-0.0004940067917446785-5.0670605028315515e-11j)
DS-p,1e-11,51,35.0,35.0,158.0,2.0,1.5707963267948966,0.7853981633974483,(-6.797794716018046e-09+7.691648048514799e-09j),(1.762786198435118e-08-6.671478822035184e-11j),(-0.9636134718849934-0.21709740909288727j),(0.00023131561924628896+8.557969328884605e-05j),(-0.0004731876536650248-6.611890767189388e-11j),(-0.9747165924035279+0.14013013200686722j),(-0.0004932521269620758+3.6563338388286015e-05j),(0.0009665502909649033-6.609130087197478e-11j),(-0.9938804834954051+0.0779799885426978j),(0.00024708441356248445-1.452610118759818e-05j),(-0.0004933845600324019-5.0757197119588776e-11j)
DS-p,1e-11,51,35.0,35.0,158.1,2.0,1.5707963267948966,0.7853981633974483,(-6.76605299912425e-09+7.687264311218023e-09j),(1.7603959668460734e-08-6.685044807218171e-11j),(-0.9636589630845901-0.21696564269438787j),(0.00023104371029285253+8.542014856246236e-05j),(-0.0004726172544187307-6.625288259187576e-11j),(-0.9747481836498777+0.1400453493544965j),(-0.0004926314192310773+3.6494046022468585e-05j),(0.0009653589412160421-6.622695695646874e-11j),(-0.9938882043421661+0.07793109223852175j),(0.0002467729227392246-1.4498611162660135e-05j),(-0.0004927635029734288-5.0853489315121545e-11j)
DS-p,1e-11,51,35.0,35.0,158.2,2.0,1.5707963267948966,0.7853981633974483,(-6.735984322409072e-09+7.682330567700124e-09j),(1.757843938292314e-08-6.697656508201067e-11j),(-0.9637043693627297-0.21683403245890756j),(0.00023077226386647096+8.526099798519381e-05j),(-0.00047204786834044443-6.637303216384303e-11j),(-0.974779715969619+0.13996066666231918j),(-0.0004920118819828137+3.642492858501722e-05j),(0.0009641697712614358-6.635320736750304e-11j),(-0.9938959105973906+0.07788225694433246j),(0.0002464620183337887-1.447119067451855e-05j),(-0.0004921436175031272-5.093836858064961e-11j)
DS-p,1e-11,51,35.0,35.0,158.3,2.0,1.5707963267948966,0.7853981633974483,(-6.707636106273451e-09+7.676527944561196e-09j),(1.7550987314526867e-08-6.711049826122769e-11j),(-0.9637496909303941-0.21670257811633872j),(0.00023050127912731776+8.510224018350458e-05j),(-0.000471479493131817-6.649877513000875e-11j),(-0.9748111895090251+0.13987608375901053j),(-0.0004913935122812102+3.635598544023816e-05j),(0.000962982775988299-6.64871395141001e-11j),(-0.993903602298292+0.0778334825466538j),(0.0002461516988354444-1.4443839567436674e-05j),(-0.0004915249005587562-5.1028663759978864e-11j)
DS-p,1e-11,51,35.0,35.0,158.4,2.0,1.5707963267948966,0.7853981633974483,(-6.681582398471164e-09+7.67086956107721e-09j),(1.752108980644651e-08-6.725968617955919e-11j),(-0.9637949279981369-0.21657127939761253j),(0.00023023075514850416+8.494387502988154e-05j),(-0.0004709121265011468-6.664286100194378e-11j),(-0.9748426044144153+0.1397916004730891j),(-0.0004907763067493812+3.628721704666913e-05j),(0.0009617979506440274-6.663640590250477e-11j),(-0.9939112794822834+0.07778476893166188j),(0.0002458419632792759-1.4416556601867846e-05j),(-0.0004909073485137843-5.113609977986781e-11j)
DS-p,1e-11,51,35.0,35.0,158.5,2.0,1.5707963267948966,0.7853981633974483,(-6.6572185992985755e-09+7.664551433632372e-09j),(1.7489509103116307e-08-6.738087977237775e-11j),(-0.963840080773844-0.21644013603302822j),(0.00022996069061831034+8.478590037734309e-05j),(-0.0004703457661247301-6.675519659849241e-11j),(-0.9748739608292131+0.13970721663513522j),(-0.0004901602631026854+3.621862197834575e-05j),(0.0009606152891078121-6.675799310991291e-11j),(-0.9939189421845014+0.07773611598767804j),(0.0002455328094330897-1.4389342548088921e-05j),(-0.0004902909596820066-5.121568619041635e-11j)
DS-p,1e-11,51,35.0,35.0,158.6,2.0,1.5707963267948966,0.7853981633974483,(-6.634562337015648e-09+7.657998677898514e-09j),(1.7456388237691023e-08-6.753823782316861e-11j),(-0.9638851494654257-0.21630914775571256j),(0.000229691084486075+8.462831541616975e-05j),(-0.0004697804096143801-6.691403700349428e-11j),(-0.9749052588979072+0.13962293207345175j),(-0.0004895453783902888+3.615019992414797e-05j),(0.0009594347862381652-6.691553425054762e-11j),(-0.9939265904411888+0.07768752360040262j),(0.0002452242360155982-1.4362197032235548e-05j),(-0.0004896757308884472-5.133939020019103e-11j)
DS-p,1e-11,51,35.0,35.0,158.7,2.0,1.5707963267948966,0.7853981633974483,(-6.6138169177443196e-09+7.652142837780151e-09j),(1.742170013287192e-08-6.766893585037683e-11j),(-0.9639301342811326-0.21617831429692808j),(0.0002294219357081937+8.44711198810784e-05j),(-0.00046921605464566446-6.703607066645614e-11j),(-0.9749364987644774+0.13953874661935917j),(-0.0004889316494517716+3.608195134209135e-05j),(0.0009582564367973962-6.704651778614886e-11j),(-0.9939342242885242+0.07763899165861841j),(0.00024491624163250694-1.4335118623504551e-05j),(-0.0004890616592793228-5.1427824754998604e-11j)
DS-p,1e-11,51,35.0,35.0,158.8,2.0,1.5707963267948966,0.7853981633974483,(-6.594497503620289e-09+7.644176993649998e-09j),(1.7385348822021585e-08-6.780964217408058e-11j),(-0.9639750354274749-0.2160476353903613j),(0.000229153243333155+8.43143104530316e-05j),(-0.00046865269864777154-6.716914611442022e-11j),(-0.9749676805730204+0.13945466010258756j),(-0.0004883190737864015+3.6013874412226324e-05j),(0.000957080235539063-6.718768485110351e-11j),(-0.9939418437632624+0.07759052004932492j),(0.00024460882469531237-1.4308108530926853e-05j),(-0.0004884487420001773-5.1528749196540553e-11j)
DS-p,1e-11,51,35.0,35.0,158.9,2.0,1.5707963267948966,0.7853981633974483,(-6.5767619614187645e-09+7.636039215004609e-09j),(1.7347477560339386e-08-6.793268057372944e-11j),(-0.9640198531115474-0.21591711076889067j),(0.00022888500650196202+8.415788733280658e-05j),(-0.00046809033941391104-6.727234592673567e-11j),(-0.9749988044663247+0.13937067235475487j),(-0.00048770764812619896+3.594596931479153e-05j),(0.000955906177438591-6.731116284039801e-11j),(-0.9939494489010295+0.07754210866164132j),(0.00024430198394123637-1.4281165760219889e-05j),(-0.0004878369761014238-5.16127830505354e-11j)
DS-p,1e-11,51,35.0,35.0,159.0,2.0,1.5707963267948966,0.7853981633974483,(-6.560741835220929e-09+7.627489985104208e-09j),(1.730802960675515e-08-6.805071441936642e-11j),(-0.9640645875389524-0.21578674016816474j),(0.00022861722408247694+8.400184895285918e-05j),(-0.0004675289748512501-6.737645640142177e-11j),(-0.9750298705871973+0.13928678320561355j),(-0.0004870973699323683+3.5878234957782e-05j),(0.0009547342572049158-6.742971263268571e-11j),(-0.9939570397377451+0.07749375738242288j),(0.0002439957177876803-1.4254290708256515e-05j),(-0.00048722635874814783-5.169398229346655e-11j)
DS-p,1e-11,51,35.0,35.0,159.1,2.0,1.5707963267948966,0.7853981633974483,(-9.151314588062842e-09+7.030724442740055e-09j),(1.4632467378386527e-08-6.861904601414838e-11j),(-0.9641092388733075-0.21565652331263602j),(0.00022834728832829727+8.384598636787912e-05j),(-0.00046697114125852923-6.792651485133546e-11j),(-0.9750608790343446+0.13920299248170462j),(-0.00048649081992632043+3.581124584774338e-05j),(0.0009535618748162944-6.802768165987018e-11j),(-0.9939646162636092+0.0774454660981597j),(0.0002436872911456868-1.4227269771631586e-05j),(-0.0004866196177440319-5.215327230658044e-11j)
DS-p,1e-11,51,35.0,35.0,159.2,2.0,1.5707963267948966,0.7853981633974483,(-9.138011278220226e-09+7.087651072816559e-09j),(1.460472049720496e-08-7.005936303466478e-11j),(-0.9641538073592203-0.21552645995799505j),(0.0002280804271389287+8.369071203631205e-05j),(-0.00046641180760326195-7.075581395726018e-11j),(-0.975091830088426+0.1391193000249175j),(-0.00048588282744155276+3.574378519635452e-05j),(0.0009523942304407364-6.945255722721592e-11j),(-0.9939721786535747+0.0773972347173612j),(0.00024338218092190278-1.420058908098193e-05j),(-0.00048601127338482146-5.356382021892951e-11j)
DS-p,1e-11,51,35.0,35.0,159.3,2.0,1.5707963267948966,0.7853981633974483,(-9.110163488174061e-09+7.079662356357375e-09j),(1.4577122873365989e-08-7.01131328277303e-11j),(-0.964198293247761-0.21539654982784687j),(0.0002278140183519569+8.353582309053522e-05j),(-0.00046585339655794145-7.073387114178755e-11j),(-0.9751227237439369+0.1390357056659843j),(-0.00048527595738894966+3.5676559800349415e-05j),(0.0009512287093047488-6.950679967336296e-11j),(-0.9939797268017991+0.0773490630985056j),(0.00024307764750401695-1.4173913376756527e-05j),(-0.0004854040673766286-5.358448107688059e-11j)
DS-p,1e-11,51,35.0,35.0,159.4,2.0,1.5707963267948966,0.7853981633974483,(-9.08206801084055e-09+7.071734304045507e-09j),(1.454993382200842e-08-7.016498795036954e-11j),(-0.9642426966973319-0.21526679266047094j),(0.00022754806198508476+8.338131410587509e-05j),(-0.00046529596908238824-7.071144911235333e-11j),(-0.9751535601936323+0.13895220923504947j),(-0.0004846702215823319+3.560950203004929e-05j),(0.0009500653075322704-6.955914708648611e-11j),(-0.9939872607916604+0.07730095114521938j),(0.0002427736849318074-1.4147305333990674e-05j),(-0.000484797996457835-5.359799960827941e-11j)
DS-p,1e-11,51,35.0,35.0,159.5,2.0,1.5707963267948966,0.7853981633974483,(-9.058854579663267e-09+7.084443983708388e-09j),(1.4522340266096001e-08-7.067877132219971e-11j),(-0.9642870179234785-0.2151371882004971j),(0.00022728255677120258+8.322718498661062e-05j),(-0.00046473952384429307-7.158594135105412e-11j),(-0.9751843395638343+0.13886881055826594j),(-0.0004840656212483502+3.55425926494091e-05j),(0.0009489040201640722-7.006825666260354e-11j),(-0.9939947806429931+0.07725289874856797j),(0.00024247029042286788-1.4120783385688195e-05j),(-0.000484193057574479-5.406028360242261e-11j)
DS-p,1e-11,51,35.0,35.0,159.6,2.0,1.5707963267948966,0.7853981633974483,(-9.030781913943464e-09+7.076999801285122e-09j),(1.4495431577277174e-08-7.0737765320144e-11j),(-0.9643312571025-0.21500773617014096j),(0.0002270175019118692+8.307343348215276e-05j),(-0.0004641840573664166-7.157538242982063e-11j),(-0.9752150620227515+0.13878550948317067j),(-0.00048346214540969865+3.5475870467135094e-05j),(0.0009477448414545765-7.012765970613653e-11j),(-0.9940022864216912+0.07720490579590795j),(0.00024216746507596532-1.4094307918866055e-05j),(-0.0004835892488838957-5.408458695796839e-11j)
DS-p,1e-11,51,35.0,35.0,159.7,2.0,1.5707963267948966,0.7853981633974483,(-9.002614591302471e-09+7.069502581426301e-09j),(1.4468758446559149e-08-7.079260880969197e-11j),(-0.9643754144486437-0.21487843631646633j),(0.00022675289636699472+8.29200584124178e-05j),(-0.00046362956787103504-7.156929098959482e-11j),(-0.9752457276960954+0.13870230583548915j),(-0.00048285979559847467+3.540931448137684e-05j),(0.0009465877666752949-7.018288402567114e-11j),(-0.994009778147603+0.07715697217803881j),(0.00024186520616355928-1.4067899236859657e-05j),(-0.00048298656705203676-5.4110822408004695e-11j)
DS-p,1e-11,51,35.0,35.0,159.8,2.0,1.5707963267948966,0.7853981633974483,(-8.974577716397425e-09+7.062849017441808e-09j),(1.444232004647883e-08-7.087080887381685e-11j),(-0.9644194901628954-0.21474928837779647j),(0.0002264887391939495+8.276705975154017e-05j),(-0.0004630760530285813-7.159525736123918e-11j),(-0.9752763367231885+0.1386191994499149j),(-0.00048225856847873214+3.534292534996446e-05j),(0.0009454327910781695-7.026135310334024e-11j),(-0.9940172558557595+0.07710909778601995j),(0.00024156351240217644-1.4041555917649598e-05j),(-0.0004823850092540785-5.415361747240837e-11j)
DS-p,1e-11,51,35.0,35.0,159.9,2.0,1.5707963267948966,0.7853981633974483,(-8.934664917636947e-09+7.003606265244822e-09j),(1.4416149503315712e-08-6.932143396615368e-11j),(-0.9644634844460858-0.21462029209185599j),(0.00022622503389061951+8.26143769832369e-05j),(-0.0004625235108231124-7.05425447708233e-11j),(-0.9753068892415343+0.1385361901627661j),(-0.00048165846280078667+3.5276697375872645e-05j),(0.0009442799934142893-6.871503028262609e-11j),(-0.994024719579926+0.0770612825091288j),(0.00024126238611059392-1.4015230062422272e-05j),(-0.0004817845726854675-5.3123820131848966e-11j)
DS-p,1e-11,51,35.0,35.0,160.0,2.0,1.5707963267948966,0.7853981633974483,(-8.906601092067978e-09+6.996524197673548e-09j),(1.4389591313640482e-08-6.936435680131068e-11j),(-0.9645073974880646-0.21449144718584648j),(0.0002259617703329348+8.246212535211752e-05j),(-0.0004619719393680957-7.054412207974571e-11j),(-0.975337385378255+0.13845327781796102j),(-0.00048105947375736563+3.521063863773594e-05j),(0.0009431291996200072-6.875784394056864e-11j),(-0.9940321693458991+0.07701352622724003j),(0.0002409618179660851-1.3989019249882996e-05j),(-0.0004811852542490492-5.3143492618563054e-11j)
DS-p,1e-11,51,35.0,35.0,160.1,2.0,1.5707963267948966,0.7853981633974483,(-8.870286449802478e-09+6.9023173019169826e-09j),(1.4340436929952127e-08-6.95758360145597e-11j),(-0.9645512294996088-0.21436275342914468j),(0.00022569894865813282+8.231015394166317e-05j),(-0.0004614213584168553-7.075725380502443e-11j),(-0.975367825291169+0.13837046222690683j),(-0.00048046163048613005+3.514465471045943e-05j),(0.0009419804676956238-6.898885661942656e-11j),(-0.9940396052045861+0.07696582885960326j),(0.0002406618058072678-1.3962787803554122e-05j),(-0.0004805870493094777-5.1511901949662077e-11j)
DS-p,1e-11,51,35.0,35.0,160.2,2.0,1.5707963267948966,0.7853981633974483,(-8.842225049376928e-09+6.895056726095861e-09j),(1.4313728915679724e-08-6.965718643036088e-11j),(-0.9645949806826589-0.21423421055085348j),(0.00022543657475231418+8.215864523809931e-05j),(-0.0004608717215886654-7.079003033469865e-11j),(-0.9753982091168351+0.13828774323815562j),(-0.0004798648686380226+3.5078923665668275e-05j),(0.0009408338366794031-6.907058247361388e-11j),(-0.9940470271894332+0.07691819028160696j),(0.00024036235785173873-1.3936706625121897e-05j),(-0.00047998995967897876-5.153678604926147e-11j)
DS-p,1e-11,51,35.0,35.0,160.3,2.0,1.5707963267948966,0.7853981633974483,(-8.81411296033141e-09+6.888560731381499e-09j),(1.428739785161448e-08-6.975702118330485e-11j),(-0.9646386512292329-0.21410581829026198j),(0.0002251746444794922+8.200750712965949e-05j),(-0.0004603230482590828-7.084563840547943e-11j),(-0.9754285369861879+0.13820512068793483j),(-0.0004792692157049999+3.501335675648977e-05j),(0.0009396892797948978-6.917063482796083e-11j),(-0.9940544353300519+0.07687061038634548j),(0.00024006346813736437-1.3910690074289385e-05j),(-0.00047939398020525534-5.159463176357908e-11j)
