form,rtol,N,a1,a2,omega1,omega multiplier,phi1,phi offset,square,chi,gamma,triangle,alpha,tilde,star,beta,rho,epsilon,delta
DS-p,1e-11,51,35.0,35.0,160.4,2.0,1.5707963267948966,0.7853981633974483,(-8.785807869421403e-09+6.881645259713964e-09j),(1.4261316785488254e-08-6.98458852642187e-11j),(-0.9646822413365349-0.21397757639028836j),(0.00022491315679416812+8.185673720276752e-05j),(-0.000459775336357833-7.08937815159562e-11j),(-0.9754588090360548+0.13812259441197802j),(-0.0004786746693549275+3.494795230756659e-05j),(0.0009385467920295654-6.925972837740084e-11j),(-0.9940618296609898+0.07682308906537938j),(0.00023976513518425557-1.3884739048824991e-05j),(-0.0004787991080380371-5.1623377554231796e-11j)
DS-p,1e-11,51,35.0,35.0,160.5,2.0,1.5707963267948966,0.7853981633974483,(-8.757505120388087e-09+6.875460739803885e-09j),(1.4235570562626254e-08-6.995125047764565e-11j),(-0.9647257512012986-0.2138494845932023j),(0.00022465211082243683+8.170633574370711e-05j),(-0.00045922858355430807-7.096761103321875e-11j),(-0.9754890254026849+0.13804016424762755j),(-0.0004780812263902798+3.4882711113029975e-05j),(0.0009374063684930937-6.936526899319927e-11j),(-0.9940692102162898+0.07677562621186172j),(0.00023946735770920616-1.3858851982302689e-05j),(-0.00047820534056029936-5.1682686634640705e-11j)
DS-p,1e-11,51,35.0,35.0,160.6,2.0,1.5707963267948966,0.7853981633974483,(-8.729150062503077e-09+6.869542193768674e-09j),(1.4210029954803138e-08-7.00468706000901e-11j),(-0.9647691810195794-0.2137215426428699j),(0.00022439150545073422+8.155630092376766e-05j),(-0.00045868278790866385-7.103047242102044e-11j),(-0.9755191862220927+0.1379578300313549j),(-0.0004774888844125899+3.4817631945617284e-05j),(0.0009362680041011557-6.946100394667016e-11j),(-0.9940765770303126+0.07672822171769676j),(0.0002391701341614011-1.3833029542738252e-05j),(-0.0004776126751347091-5.1724124249576365e-11j)
DS-p,1e-11,51,35.0,35.0,160.7,2.0,1.5707963267948966,0.7853981633974483,(-8.700511332226935e-09+6.863454209485309e-09j),(1.4184931841978998e-08-7.012920256880061e-11j),(-0.9648125309866038-0.21359375028365113j),(0.00022413133991530144+8.140663133973625e-05j),(-0.0004581379469928912-7.108293573355555e-11j),(-0.9755492916296308+0.13787559160034907j),(-0.00047689764076078514+3.475271413534752e-05j),(0.0009351316940442826-6.954338713746775e-11j),(-0.9940839301369824+0.07668087547592511j),(0.0002388734632633449-1.3807271619033267e-05j),(-0.00047702110888877755-5.175915123518964e-11j)
DS-p,1e-11,51,35.0,35.0,160.8,2.0,1.5707963267948966,0.7853981633974483,(-8.671818121225305e-09+6.857200986719325e-09j),(1.4160000822924235e-08-7.024349055349137e-11j),(-0.9648558012973805-0.21346610725991724j),(0.00022387161314349306+8.125732590557081e-05j),(-0.00045759405872581455-7.117191086516338e-11j),(-0.9755793417605185+0.13779344879238486j),(-0.00047630749256586183+3.468795719488611e-05j),(0.0009339974335373542-6.965773135762392e-11j),(-0.9940912695703272+0.07663358737968942j),(0.00023857734364562608-1.3781577974850742e-05j),(-0.0004764306391106289-5.1824600654283044e-11j)
DS-p,1e-11,51,35.0,35.0,160.9,2.0,1.5707963267948966,0.7853981633974483,(-8.643309783173958e-09+6.852636541543333e-09j),(1.4135371833104426e-08-7.035013864672745e-11j),(-0.9648989921461932-0.2133386133164863j),(0.00022361232407676693+8.110838540445584e-05j),(-0.000457051121012908-7.124749517256369e-11j),(-0.9756093367492937+0.1377114014459531j),(-0.000475718436913599+3.462336236943536e-05j),(0.0009328652174688205-6.976449126903366e-11j),(-0.9940985953641505+0.07658635732281684j),(0.00023828177402245715-1.3755946739403514e-05j),(-0.0004758412632200077-5.18819804113145e-11j)
DS-p,1e-11,51,35.0,35.0,161.0,2.0,1.5707963267948966,0.7853981633974483,(-8.6146522901287e-09+6.847886068958586e-09j),(1.4111000467068036e-08-7.04496699077534e-11j),(-0.9649421037267194-0.21321126819931138j),(0.00022335347203281293+8.095980616039476e-05j),(-0.000456509131914723-7.132819078805205e-11j),(-0.9756392767304143+0.13762944939927815j),(-0.00047513047160441593+3.4558926183998924e-05j),(0.0009317350411730471-6.986399144605989e-11j),(-0.9941059075522715+0.07653918519887376j),(0.00023798675292747984-1.3730380574138602e-05j),(-0.0004752529783655212-5.193599918818247e-11j)
DS-p,1e-11,51,35.0,35.0,161.1,2.0,1.5707963267948966,0.7853981633974483,(-8.586756226197645e-09+6.842408379476028e-09j),(1.4084777231679335e-08-7.057298788770689e-11j),(-0.9649851362300119-0.21308407164283644j),(0.00022309505495029212+8.081158727710734e-05j),(-0.0004559680912081393-7.144375780412172e-11j),(-0.9756691618315015+0.1375475925019289j),(-0.0004745435950544545+3.4494648769898845e-05j),(0.0009306068989231257-6.998669001354434e-11j),(-0.9941132061644014+0.0764920708896662j),(0.00023769227959351963-1.3704879179520001e-05j),(-0.00047466578219254943-5.2008443570770296e-11j)
DS-p,1e-11,51,35.0,35.0,161.2,2.0,1.5707963267948966,0.7853981633974483,(-8.557974762873899e-09+6.838137517166387e-09j),(1.4060915718219769e-08-7.070888507972903e-11j),(-0.9650280898527894-0.21295702341726924j),(0.00022283707384457806+8.066372923671975e-05j),(-0.00045542799241878734-7.157452110354241e-11j),(-0.9756989921983056+0.13746583057168496j),(-0.00047395780193206644+3.443053126760175e-05j),(0.0009294807874587994-7.012224069742973e-11j),(-0.9941204912419698+0.07644501431286467j),(0.00023739835151243352-1.3679439711514977e-05j),(-0.0004740796715102646-5.209813337862594e-11j)
DS-p,1e-11,51,35.0,35.0,161.3,2.0,1.5707963267948966,0.7853981633974483,(-8.529002414048303e-09+6.8338132140979835e-09j),(1.403736080152207e-08-7.081304150201256e-11j),(-0.9650709647847487-0.21283012325844505j),(0.00022257952677194777+8.051623006846568e-05j),(-0.0004548888354340419-7.167889510493896e-11j),(-0.9757287679576443+0.1373841634584725j),(-0.0004733730909828142+3.436657235236871e-05j),(0.0009283567010543343-7.022606577104056e-11j),(-0.9941277628143569+0.0763980153513491j),(0.0002371049678477448-1.365406351671e-05j),(-0.0004734946440211659-5.2158790439117504e-11j)
DS-p,1e-11,51,35.0,35.0,161.4,2.0,1.5707963267948966,0.7853981633974483,(-8.500220381735257e-09+6.830603916686828e-09j),(1.4013995176115346e-08-7.09369498790078e-11j),(-0.965113761217207-0.21270337091488195j),(0.00022232241275821178+8.036908974514746e-05j),(-0.0004543506181593354-7.179623248685196e-11j),(-0.9757584892423664+0.13730259100163758j),(-0.0004727894592379614+3.430277246812717e-05j),(0.0009272346349867341-7.034985944749206e-11j),(-0.9941350209150448+0.07635107389942336j),(0.00023681212742692956-1.362874940619152e-05j),(-0.00047291069689582924-5.2236264037455915e-11j)
DS-p,1e-11,51,35.0,35.0,161.5,2.0,1.5707963267948966,0.7853981633974483,(-8.452373245759759e-09+6.824770967979454e-09j),(1.4014723269048512e-08-7.109042603171887e-11j),(-0.9651564796335445-0.21257676619958168j),(0.00022206574904125136+8.022230084562382e-05j),(-0.00045381331555838234-7.195331333994461e-11j),(-0.9757881564796309+0.13722111308413298j),(-0.0004722068885039503+3.423911970798846e-05j),(0.0009261146082999855-7.050400428003e-11j),(-0.9941422658834238+0.07630418987819966j),(0.00023651984871270876-1.3603499100468689e-05j),(-0.00047232781915454436-5.221331948250204e-11j)
DS-p,1e-11,51,35.0,35.0,161.6,2.0,1.5707963267948966,0.7853981633974483,(-8.408594757980392e-09+6.88497329374288e-09j),(1.3988500569689366e-08-7.242580898578614e-11j),(-0.9651991196527873-0.21245030873609386j),(0.00022180952947681645+8.007580715064415e-05j),(-0.00045327691754262767-7.197803981582577e-11j),(-0.9758177692491077+0.13713972946488867j),(-0.0004716253951607685+3.417556683279902e-05j),(0.0009249966233885933-7.181740245469983e-11j),(-0.9941494971796657+0.07625736313270912j),(0.0002362281142910018-1.3578368427132536e-05j),(-0.00047174596845300266-5.2234422428197266e-11j)
DS-p,1e-11,51,35.0,35.0,161.7,2.0,1.5707963267948966,0.7853981633974483,(-8.37938806189098e-09+6.880799656612535e-09j),(1.3966012738647615e-08-7.256649333863501e-11j),(-0.9652416817419361-0.2123239983327754j),(0.00022155370927784933+7.992973198491307e-05j),(-0.00045274150706529903-7.212080290697053e-11j),(-0.9758473279145627+0.1370584400227946j),(-0.0004710449863579748+3.41122365991914e-05j),(0.0009238805893868607-7.1957552430377e-11j),(-0.9941567150774273+0.07621059358290709j),(0.0002359368950362109-1.3553243305790361e-05j),(-0.0004711652470438029-5.231778799364744e-11j)
DS-p,1e-11,51,35.0,35.0,161.8,2.0,1.5707963267948966,0.7853981633974483,(-8.35044857913636e-09+6.877910493745254e-09j),(1.3943562165996681e-08-7.271677965580229e-11j),(-0.965284166049833-0.21219783473726778j),(0.00022129831829199344+7.978401162099394e-05j),(-0.0004522070279538229-7.226821263507203e-11j),(-0.9758768325917834+0.13697724458960756j),(-0.00047046564617016923+3.404906427020111e-05j),(0.0009227665569152433-7.21076060869e-11j),(-0.9941639195925284+0.07616388112702503j),(0.00023564621374704345-1.3528180738168203e-05j),(-0.00047058559552124596-5.242302436187834e-11j)
DS-p,1e-11,51,35.0,35.0,161.9,2.0,1.5707963267948966,0.7853981633974483,(-8.321049564663507e-09+6.874430796312281e-09j),(1.3921687998588728e-08-7.284080624626814e-11j),(-0.9653265728474533-0.21207181770930758j),(0.00022104335598979556+7.963864303863583e-05j),(-0.000451673477771683-7.239803351730708e-11j),(-0.9759062834915626+0.13689614302763056j),(-0.00046988737229561664+3.3986046449187984e-05j),(0.00092165452080668-7.223139111290249e-11j),(-0.9941711108439177+0.07611722565657834j),(0.0002353560689859445-1.3503179083245625e-05j),(-0.0004700070110992289-5.2500436399017225e-11j)
DS-p,1e-11,51,35.0,35.0,162.0,2.0,1.5707963267948966,0.7853981633974483,(-8.291767859130994e-09+6.871894455383332e-09j),(1.3900056997778742e-08-7.297346080956722e-11j),(-0.9653689022819817-0.21194594699546376j),(0.00022078882117694196+7.949362659204835e-05j),(-0.000451140854546242-7.254608922891605e-11j),(-0.9759356807045312+0.13681513516866356j),(-0.0004693101620260702+3.392318445672761e-05j),(0.0009205444764633398-7.236333937879476e-11j),(-0.994178288821784+0.07607062706973508j),(0.00023506645932548295-1.347823868092608e-05j),(-0.0004694294913808201-5.2579830259448605e-11j)
DS-p,1e-11,51,35.0,35.0,162.1,2.0,1.5707963267948966,0.7853981633974483,(-8.26218041899418e-09+6.868654052211848e-09j),(1.3878693595412162e-08-7.313715235392914e-11j),(-0.965411154540658-0.21182022234695538j),(0.00022053471312425722+7.934895986154336e-05j),(-0.00045060915617056024-7.27128407128942e-11j),(-0.9759650243602888+0.1367342208555585j),(-0.0004687340128286775+3.3860476590593085e-05j),(0.0009194364195697184-7.252652914777437e-11j),(-0.9941854535584275+0.07602408526369417j),(0.00023477738357872285-1.345336039132363e-05j),(-0.0004688530336211458-5.2690066804960383e-11j)
DS-p,1e-11,51,35.0,35.0,162.2,2.0,1.5707963267948966,0.7853981633974483,(-8.232607685842996e-09+6.866185606625025e-09j),(1.3857618627252655e-08-7.329248661051458e-11j),(-0.9654533298101302-0.21169464351686576j),(0.00022028103077899493+7.920464301518551e-05j),(-0.0004500783805877484-7.287351581114176e-11j),(-0.9759943145885519+0.13665339993001652j),(-0.0004681589219801309+3.37979232998796e-05j),(0.0009183303451648795-7.268133090480278e-11j),(-0.9941926050865872+0.07597760013419463j),(0.00023448884041675847-1.3428543380677267e-05j),(-0.00046827763524315107-5.279434731301832e-11j)
DS-p,1e-11,51,35.0,35.0,162.3,2.0,1.5707963267948966,0.7853981633974483,(-8.203091903663529e-09+6.865075773479501e-09j),(1.3836892779131582e-08-7.344843591279482e-11j),(-0.9654954282767441-0.21156921025796055j),(0.0002200277732099503+7.906067561685613e-05j),(-0.00044954852561087527-7.304473700795854e-11j),(-0.9760235515182797+0.13657267223519914j),(-0.0004675848867574141+3.373552484755389e-05j),(0.0009172262485215976-7.283680468762057e-11j),(-0.9941997434386022+0.07593117157872546j),(0.0002342008286344531-1.3403786459297582e-05j),(-0.00046770329362378314-5.2898415764215355e-11j)
DS-p,1e-11,51,35.0,35.0,162.4,2.0,1.5707963267948966,0.7853981633974483,(-8.173325318633351e-09+6.862951903389286e-09j),(1.381630298537273e-08-7.359249482093444e-11j),(-0.9655374501260107-0.21144392232379802j),(0.00021977493964936944+7.891705426890899e-05j),(-0.0004490195892897231-7.321059554623162e-11j),(-0.9760527352782092+0.13649203761415407j),(-0.0004670119049501979+3.367327866778472e-05j),(0.0009161241249504692-7.298014634361234e-11j),(-0.9942068686467532+0.0758847994941386j),(0.00023391334676966385-1.3379091564954398e-05j),(-0.00046713000621942564-5.299999996426447e-11j)
DS-p,1e-11,51,35.0,35.0,162.5,2.0,1.5707963267948966,0.7853981633974483,(-8.143329465609694e-09+6.860551569551343e-09j),(1.379606499526953e-08-7.37511514641842e-11j),(-0.9655793955430574-0.21131877946827562j),(0.00021952252913319883+7.877377880558868e-05j),(-0.00044849156941902807-7.338508294466457e-11j),(-0.9760818659967031+0.13641149591059487j),(-0.0004664399738605572+3.361118506574161e-05j),(0.0009150239699196178-7.31381928153973e-11j),(-0.9942139807433674+0.07583848377809956j),(0.0002336263935771299-1.3354457780350229e-05j),(-0.00046655777035527375-5.311029540871916e-11j)
DS-p,1e-11,51,35.0,35.0,162.6,2.0,1.5707963267948966,0.7853981633974483,(-8.113229352235685e-09+6.8589733476231984e-09j),(1.377620002275537e-08-7.389930232629332e-11j),(-0.9656212647125526-0.21119378144558792j),(0.00021927054079227265+7.863084910616374e-05j),(-0.00044796446392733613-7.355143142808868e-11j),(-0.976110943801785+0.13633104696874776j),(-0.00046586909074328164+3.354924428800336e-05j),(0.0009139257786741732-7.32856389949735e-11j),(-0.9942210797606167+0.07579222432846802j),(0.0002333399678986943-1.332988423572985e-05j),(-0.0004659865834813811-5.3210965370289215e-11j)
DS-p,1e-11,51,35.0,35.0,162.7,2.0,1.5707963267948966,0.7853981633974483,(-8.08313696185059e-09+6.857877561834702e-09j),(1.375655740709636e-08-7.406253277636655e-11j),(-0.965663057818536-0.21106892801057026j),(0.00021901897359244936+7.848826392115786e-05j),(-0.00044743827083487675-7.37349604449069e-11j),(-0.9761399688207882+0.13625069063299886j),(-0.00046529925307291914+3.348745592466045e-05j),(0.0009128295466148476-7.344812661534817e-11j),(-0.9942281657303292+0.07574602104344588j),(0.00023305406834824363-1.3305370512788116e-05j),(-0.0004654164431232462-5.332683151704449e-11j)
DS-p,1e-11,51,35.0,35.0,162.8,2.0,1.5707963267948966,0.7853981633974483,(-8.052799881780315e-09+6.856445757506824e-09j),(1.373722487325868e-08-7.420899820408756e-11j),(-0.9657047750440693-0.21094421891975831j),(0.00021876782674927486+7.834602144180512e-05j),(-0.0004469129880073294-7.390529401452287e-11j),(-0.9761689411811183+0.13617042674708058j),(-0.000464730458483352+3.342581860614653e-05j),(0.0009117352690972188-7.359395495467935e-11j),(-0.994235238684655+0.07569987382038038j),(0.00023276869362574143-1.328091748101592e-05j),(-0.0004648473466905556-5.342785406895842e-11j)
DS-p,1e-11,51,35.0,35.0,162.9,2.0,1.5707963267948966,0.7853981633974483,(-8.020075013825956e-09+6.845237486216571e-09j),(1.3718429154804812e-08-7.415700669797789e-11j),(-0.9657464165721943-0.21081965392625823j),(0.000218517099249178+7.820412137598892e-05j),(-0.0004463886186662769-7.366287123618295e-11j),(-0.976197861009272+0.13609025515919146j),(-0.00046416270226051076+3.336434258536473e-05j),(0.0009106429413107686-7.354344346894714e-11j),(-0.9942422986559445+0.07565378255540797j),(0.0002324838430466901-1.3256514457359427e-05j),(-0.00046427929192881766-5.333710675263996e-11j)
DS-p,1e-11,51,35.0,35.0,163.0,2.0,1.5707963267948966,0.7853981633974483,(-7.986862438774667e-09+6.83302964210597e-09j),(1.3700036029240525e-08-7.407821866525478e-11j),(-0.9657879825852222-0.21069523278832586j),(0.0002182667904353161+7.806256204531225e-05j),(-0.0004458651553548368-7.337195186827471e-11j),(-0.9762267284318159+0.13601017571273089j),(-0.0004635959837153217+3.330301750407386e-05j),(0.0009095525590687853-7.346640702176266e-11j),(-0.9942493456753776+0.07560774715076586j),(0.0002321995148691046-1.3232170835387894e-05j),(-0.0004637122759008315-5.3215214989926525e-11j)
DS-p,1e-11,51,35.0,35.0,163.1,2.0,1.5707963267948966,0.7853981633974483,(-7.958904067045802e-09+6.8439914850844386e-09j),(1.3681264518852765e-08-7.448842929602672e-11j),(-0.9658294732746213-0.21057095527019112j),(0.00021801689902920668+7.792134309714488e-05j),(-0.0004453426072596467-7.40704732790962e-11j),(-0.9762555435648336+0.13593018824710368j),(-0.00046303030513032695+3.3241820315616476e-05j),(0.000908464117811824-7.38729626727359e-11j),(-0.9942563797634705+0.0755617675060676j),(0.00023191570629784927-1.3207908465512341e-05j),(-0.0004631462956954848-5.358189964929461e-11j)
DS-p,1e-11,51,35.0,35.0,163.2,2.0,1.5707963267948966,0.7853981633974483,(-7.926819228787352e-09+6.837824534020043e-09j),(1.3663257606919e-08-7.453191515589909e-11j),(-0.9658708888028096-0.21044682111896548j),(0.0002177674244180968+7.778046332455586e-05j),(-0.00044482094706421726-7.402137063749478e-11j),(-0.9762843065536935+0.1358502926167911j),(-0.00046246565591365196+3.318079027607923e-05j),(0.0009073776126200146-7.391708241357585e-11j),(-0.9942634009731888+0.07551584351875205j),(0.00023163241854009392-1.3183688599935914e-05j),(-0.0004625813497149845-5.35793908271247e-11j)
DS-p,1e-11,51,35.0,35.0,163.3,2.0,1.5707963267948966,0.7853981633974483,(-7.89459306607676e-09+6.83215937991033e-09j),(1.3645605499712499e-08-7.458209476466191e-11j),(-0.9659122293596616-0.21032283009733552j),(0.00021751836579197298+7.763992151494043e-05j),(-0.00044430018661988785-7.398225927105622e-11j),(-0.9763130175138854+0.1357704886647804j),(-0.00046190203702200366+3.311990892892157e-05j),(0.0009062930392312301-7.396760437179966e-11j),(-0.9942704093255492+0.07546997508884495j),(0.0002313496492732242-1.3159528468329861e-05j),(-0.0004620174349848592-5.358980291508391e-11j)
DS-p,1e-11,51,35.0,35.0,163.4,2.0,1.5707963267948966,0.7853981633974483,(-7.862239980588326e-09+6.8265054065271e-09j),(1.362822727758728e-08-7.466235993771526e-11j),(-0.965953495125406-0.2101989819640563j),(0.00021726972214526977+7.749971617741606e-05j),(-0.00044378032394284256-7.399367009391331e-11j),(-0.9763416765704096+0.13569077623764766j),(-0.00046133944612210265+3.3059175478545536e-05j),(0.0009052103931068162-7.404793615725005e-11j),(-0.9942774048519266+0.07542416211593649j),(0.0002310673971702426-1.3135428167574802e-05j),(-0.00046145454899545503-5.362631403136327e-11j)
DS-p,1e-11,51,35.0,35.0,163.5,2.0,1.5707963267948966,0.7853981633974483,(-7.82984144534482e-09+6.821621489905283e-09j),(1.3611180670405898e-08-7.471028154412933e-11j),(-0.9659946862796797-0.21007527647833302j),(0.00021702149252099054+7.735984719209321e-05j),(-0.0004432613571403246-7.398116745689297e-11j),(-0.9763702838478073+0.13561115518236894j),(-0.00046077788068520087+3.299859027264436e-05j),(0.0009041296694984047-7.40961523880925e-11j),(-0.9942843875836873+0.07537840449989j),(0.00023078566100869294-1.311138698058636e-05j),(-0.00046089268929264474-5.364441545650475e-11j)
