form,rtol,a,omega,phi,N,hopping,hopping back,onsite,next onsite,NNN overtop,NNN star,NNN square
SS-p,1e-11,35.0,14.1,0.5235987755982988,51,(0.045002865848279915+0.002008301779311439j),(0.045002865864069166-0.0020083017460042762j),(0.011405020575163526-3.0976813041733164e-10j),(-0.005254278060389944-1.9936283245449097e-11j),(-0.005254278059622856-2.2286060136808867e-11j),(-0.06118009716191704-0.02936636149046719j),(-0.061180097163102555+0.02936636146636973j)
SS-p,1e-11,35.0,14.2,0.5235987755982988,51,(0.036353321799993135+0.002138618127611718j),(0.036353321816518944-0.002138618090301532j),(0.009283058208108243-3.15215303945543e-10j),(-0.004188391556226193-1.9912392300123344e-11j),(-0.00418839155696887-6.97790184518275e-12j),(-0.0612790899571167-0.028959616927378185j),(-0.06127908995858763+0.028959616904790625j)
SS-p,1e-11,35.0,14.3,0.5235987755982988,51,(0.027754360581631034+0.0022665735833020915j),(0.02775436059849619-0.002266573546064682j),(0.007163936317857993-3.207326214511863e-10j),(-0.003124209964505374-1.9899674102613445e-11j),(-0.003124209963558073-1.3619138189913417e-11j),(-0.061357586851358864-0.028558332808421752j),(-0.06135758685356009+0.02855833279079922j)
SS-p,1e-11,35.0,14.4,0.5235987755982988,51,(0.019207717000408617+0.0023920724945655676j),(0.0192077170167717-0.002392072456442171j),(0.005050428711572339-3.2766217994070757e-10j),(-0.0020631216805363905-1.990601404880351e-11j),(-0.0020631216819377123-1.2515284161522098e-11j),(-0.061416526892863546-0.028162503333847955j),(-0.06141652689386803+0.028162503323477348j)
SS-p,1e-11,35.0,14.5,0.5235987755982988,51,(0.010714980962994714+0.002515030522430997j),(0.010714980979527318-0.0025150304833902555j),(0.0029451138354769355-3.304044039233178e-10j),(-0.001006416184310948-1.9773906662251244e-11j),(-0.0010064161837650774-1.641844023553223e-11j),(-0.06145681021224636-0.027772116505416125j),(-0.061456810213937486+0.02777211649886564j)
SS-p,1e-11,35.0,14.6,0.5235987755982988,51,(0.0022776063929759935+0.0026353739898636367j),(0.002277606409593496-0.0026353739488089076j),(0.000850384057148217-3.344318292891786e-10j),(4.4711211271064987e-05-1.9719025206822473e-11j),(4.4711210353842166e-05-9.442886707249165e-12j),(-0.061479299603010934-0.027387154651369202j),(-0.061479299604197075+0.02738715465128522j)
SS-p,1e-11,35.0,14.7,0.5235987755982988,51,(-0.00610308047625279+0.002753039291799929j),(-0.006103080460225176-0.002753039251796225j),(-0.0012315453025824304-3.370805282034567e-10j),(0.0010891546908087248-1.9606841918470077e-11j),(0.001089154690277464-2.0972195142496446e-11j),(-0.061484822086585-0.02700759498444543j),(-0.0614848220883545+0.02700759498825346j)
SS-p,1e-11,35.0,14.8,0.5235987755982988,51,(-0.014425873284390649+0.0028679722850320786j),(-0.014425873268457044-0.002867972244583403j),(-0.003298627194231784-3.4022673849228025e-10j),(0.002125893450137384-1.9539614620819543e-11j),(0.002125893449303055-2.127408840295066e-11j),(-0.061474170394771877-0.026633410055675624j),(-0.06147417039679501+0.02663341006403803j)
SS-p,1e-11,35.0,14.9,0.5235987755982988,51,(-0.022689678233335585+0.002980127700917816j),(-0.022689678217342742-0.002980127658146367j),(-0.005348974342710135-3.427972248507688e-10j),(0.00315398733650785-1.9464920086247266e-11j),(0.003153987335110447-1.5391967087342075e-11j),(-0.061448104387966815-0.026264568215154025j),(-0.06144810438954363+0.026264568230013004j)
SS-p,1e-11,35.0,15.0,0.5235987755982988,51,(-0.030893507259033778+0.0030894685977443537j),(-0.030893507243068823-0.0030894685537572516j),(-0.00738085102749292-3.4270945760070393e-10j),(0.004172572638659184-1.9321998999849e-11j),(0.0041725726395868655-1.7461746225431038e-11j),(-0.06140735244860149-0.025901034033974844j),(-0.06140735244998692+0.02590103405415172j)
SS-p,1e-11,35.0,15.1,0.5235987755982988,51,(-0.039036471583561334+0.003195965801850305j),(-0.039036471567849756-0.0031959657583257896j),(-0.009392665150335027-3.431391442688947e-10j),(0.005180858044705507-1.9144871018596877e-11j),(0.0051808580463056295-2.1458138266000218e-11j),(-0.06135261274417976-0.025542768634861684j),(-0.06135261274625567+0.025542768658818094j)
SS-p,1e-11,35.0,15.2,0.5235987755982988,51,(-0.047117775723910245+0.003299597423633477j),(-0.04711777570859568-0.0032995973758945217j),(-0.01138296059574335-3.4169525195415495e-10j),(0.0061781207316361185-1.8899507500741597e-11j),(0.006178120728857782-4.470859369122436e-12j),(-0.061284554542715475-0.02518973009267852j),(-0.06128455454565067+0.02518973012347426j)
SS-p,1e-11,35.0,15.3,0.5235987755982988,51,(-0.05513671182343311+0.0034003483257832624j),(-0.055136711808060776-0.0034003482771736704j),(-0.013350409868962528-3.410661024438877e-10j),(0.007163702603878941-1.8725361359834546e-11j),(0.0071637026009202485-8.428714380208518e-12j),(-0.06120381936806607-0.02484187370856773j),(-0.061203819368634685+0.024841873746874656j)
SS-p,1e-11,35.0,15.4,0.5235987755982988,51,(-0.0630926543410862+0.0034982096634199843j),(-0.06309265432642218-0.003498209614937825j),(-0.015293807042232434-3.4055320369263953e-10j),(0.008137006717987061-1.86663174559772e-11j),(0.008137006716185505-2.001206895135679e-11j),(-0.061111022181999305-0.024499152350117022j),(-0.06111102218371682+0.02449915238999228j)
SS-p,1e-11,35.0,15.5,0.5235987755982988,51,(-0.07098505507541811+0.003593178429000598j),(-0.07098505505848889-0.003593178366908402j),(-0.017212060965602082-3.3548631060698053e-10j),(0.00909749382247501-1.837697021825543e-11j),(0.009097493820406883+5.771030727811896e-11j),(-0.06100675247736812-0.024161516658990204j),(-0.06100675247827222+0.024161516722090614j)
SS-p,1e-11,35.0,15.6,0.5235987755982988,51,(-0.07881343848218114+0.0036852570010357487j),(-0.07881343846490893-0.0036852569590272895j),(-0.019104188774938746-3.315975558373929e-10j),(0.010044679039637006-1.8257775945596317e-11j),(0.010044679046711469+8.850228957511984e-12j),(-0.06089157533803838-0.02382891540493652j),(-0.060891575343973325+0.02382891544260961j)
SS-p,1e-11,35.0,15.7,0.5235987755982988,51,(-0.08657739725843755+0.003774452772990492j),(-0.0865773972479884-0.003774452770280195j),(-0.020969309673920467-3.2680060220446894e-10j),(0.010978128769700037-1.8001836753306097e-11j),(0.010978128756530332-2.1534542677904074e-10j),(-0.060766032457991774-0.02350129559854981j),(-0.06076603246228249+0.023501295574086947j)
SS-p,1e-11,35.0,15.8,0.5235987755982988,51,(-0.09427658822195976+0.0038607777822404557j),(-0.09427658820893374-0.0038607777314234315j),(-0.022806638978982715-3.2299021096582337e-10j),(0.011897457524317348-1.7775235254403447e-11j),(0.011897457524475491-1.9490219194561765e-11j),(-0.06063064309292113-0.023178602666135844j),(-0.06063064308955803+0.023178602733471255j)
SS-p,1e-11,35.0,15.9,0.5235987755982988,51,(-0.10191072839680036+0.0039442481856982944j),(-0.10191072837224402-0.003944248124724818j),(-0.024615482448921863-3.200073366016465e-10j),(0.012802325243996666-1.753349569480887e-11j),(0.012802325252865166+2.0236719629280248e-10j),(-0.060485904999824064-0.022860780958704585j),(-0.0604859050140293+0.022860781040789608j)
SS-p,1e-11,35.0,16.0,0.5235987755982988,51,(-0.1094795913248822+0.00402488406451721j),(-0.10947959131244213-0.004024884022515489j),(-0.026395230847500926-3.1314497349332893e-10j),(0.013692434431972586-1.7196199723320612e-11j),(0.01369243442861816-1.2304643257452198e-11j),(-0.06033229534701727-0.022547773548599388j),(-0.06033229535200225+0.022547773607225274j)
SS-p,1e-11,35.0,16.1,0.5235987755982988,51,(-0.11698300368792523+0.004102709074310262j),(-0.11698300367524997-0.004102709026879689j),(-0.028145354788488626-3.080140326822134e-10j),(0.014567527502419624-1.7024490613462136e-11j),(0.014567527502378413+1.7397764609980269e-12j),(-0.06017027151769932-0.022239522557147583j),(-0.06017027151885909+0.022239522631457467j)
SS-p,1e-11,35.0,16.2,0.5235987755982988,51,(-0.12442084197883976+0.004177750049451659j),(-0.12442084196714681-0.004177750007215576j),(-0.0298653997982103-3.00871553365889e-10j),(0.015427384397356535-1.6778888281700804e-11j),(0.01542738439749148-1.1376328881595408e-11j),(-0.06000027196159969-0.021935969352853427j),(-0.06000027196400219+0.021935969422535874j)
SS-p,1e-11,35.0,16.3,0.5235987755982988,51,(-0.13179302947477178+0.0042500367755754845j),(-0.13179302946337715-0.004250036732776796j),(-0.03155498162271777-2.953523866450203e-10j),(0.0162718201408694-1.6598701020054247e-11j),(0.016271820140584908-1.1323853403377856e-11j),(-0.05982271695845984-0.021637054603190004j),(-0.05982271695991603+0.021637054677407928j)
SS-p,1e-11,35.0,16.4,0.5235987755982988,51,(-0.13909953334106392+0.0043196016780116045j),(-0.13909953332986646-0.004319601636695598j),(-0.033213781775271636-2.8914142954916677e-10j),(0.017100682601266043-1.6433240024356428e-11j),(0.017100682602662138-1.4556556703052295e-11j),(-0.059638009378415506-0.021342718470782597j),(-0.0596380093792135+0.021342718546067244j)
SS-p,1e-11,35.0,16.5,0.5235987755982988,51,(-0.14634036190465316+0.004386479569038537j),(-0.14634036189399363-0.004386479529491012j),(-0.034841543283869195-2.825882704921012e-10j),(0.01791385036261509-1.6219079978357913e-11j),(0.017913850363628574-1.6272703420527336e-11j),(-0.05944653537122527-0.021052900678717505j),(-0.05944653537235222+0.021052900754588127j)
SS-p,1e-11,35.0,16.6,0.5235987755982988,51,(-0.1535155620861876+0.004450707392364056j),(-0.1535155620759448-0.00445070735250469j),(-0.03643806666487525-2.764818374245692e-10j),(0.018711230678747484-1.6060504338302848e-11j),(0.018711230677775206-8.105600491741894e-12j),(-0.059248665071008094-0.02076754064918835j),(-0.05924866507303134+0.020767540729431135j)
SS-p,1e-11,35.0,16.7,0.5235987755982988,51,(-0.16062521697967985+0.0045123240053281805j),(-0.1606252169697574-0.004512323966639198j),(-0.03800320610339977-2.703233331624588e-10j),(0.019492757540440813-1.6053031628232686e-11j),(0.019492757540257675-1.0535352408305348e-11j),(-0.05904475325950658-0.020486577616839453j),(-0.05904475326108043+0.020486577697977636j)
SS-p,1e-11,35.0,16.8,0.5235987755982988,51,(-0.1676694435568554+0.004571369942277109j),(-0.1676694435473301-0.004571369904423847j),(-0.03953686581273389-2.623314308836111e-10j),(0.0202583898678482-1.5856118508861055e-11j),(0.020258389868149557-1.0390578558732617e-11j),(-0.058835139952563904-0.020209950662825694j),(-0.05883513995382508+0.020209950745175568j)
SS-p,1e-11,35.0,16.9,0.5235987755982988,51,(-0.174648390507294+0.004627887224302629j),(-0.17464839049825476-0.004627887188276364j),(-0.04103899659772628-2.557785441781313e-10j),(0.021008109760099813-1.5621842050064506e-11j),(0.02100810976025008-1.1251063128935569e-11j),(-0.05862015104445363-0.01993759886462495j),(-0.05862015104582108+0.019937598947613235j)
SS-p,1e-11,35.0,17.0,0.5235987755982988,51,(-0.1815622362032781+0.004681919163191037j),(-0.181562236194536-0.004681919126928016j),(-0.04250959260245754-2.51206347390287e-10j),(0.021741920860351212-1.5366495607954854e-11j),(0.021741920860676375-1.1272741325029304e-11j),(-0.05840009886455421-0.01966946133120475j),(-0.058400098865628025+0.01966946141647402j)
SS-p,1e-11,35.0,17.1,0.5235987755982988,51,(-0.18841118676924118+0.004733510178338091j),(-0.1884111867609367-0.004733510142665195j),(-0.04394868820202831-2.454817078778593e-10j),(0.022459846808245924-1.520838342910562e-11j),(0.022459846808056044-1.1817637383318504e-11j),(-0.058175282717330634-0.019405477288267275j),(-0.05817528271853019+0.019405477374389083j)
SS-p,1e-11,35.0,17.2,0.5235987755982988,51,(-0.19519547425663597+0.004782705643819704j),(-0.1951954742485455-0.004782705609082352j),(-0.045356355110049894-2.3881115487900395e-10j),(0.023161929759878734-1.514792482652609e-11j),(0.02316192976021396-1.021212367681031e-11j),(-0.05794598944188008-0.019145586151922262j),(-0.05794598944291361+0.019145586238784172j)
SS-p,1e-11,35.0,17.3,0.5235987755982988,51,(-0.20191535492735443+0.0048295517175559605j),(-0.20191535491957144-0.004829551683969202j),(-0.046732699588155194-2.3189185641148136e-10j),(0.02384822901675361-1.5089388553371447e-11j),(0.02384822901699888-1.1591663913979709e-11j),(-0.057712493875873856-0.018889727551337752j),(-0.05771249387689317+0.018889727637477843j)
SS-p,1e-11,35.0,17.4,0.5235987755982988,51,(-0.20857110762284894+0.00487409521192457j),(-0.20857110761544442-0.004874095179073626j),(-0.04807785985215377-2.250843157691751e-10j),(0.024518819702275395-1.5098385967286658e-11j),(0.02451881970228086-1.0270541943928278e-11j),(-0.05747505937223977-0.018637841423054528j),(-0.05747505937338153+0.018637841509656878j)
SS-p,1e-11,35.0,17.5,0.5235987755982988,51,(-0.2151630322303849+0.004916383445427386j),(-0.21516303222335395-0.0049163834127659845j),(-0.04939200359360161-2.1943300648752384e-10j),(0.025173791527880508-1.5045623210532623e-11j),(0.02517379152792446-1.0846263167692369e-11j),(-0.057233938252799293-0.01838986803894439j),(-0.057233938253803525+0.0183898681258653j)
SS-p,1e-11,35.0,17.6,0.5235987755982988,51,(-0.2216914482201791+0.004956464132599356j),(-0.22169144821344045-0.004956464100866975j),(-0.050675325663457074-2.1389480117650628e-10j),(0.025813247628179953-1.505752411834834e-11j),(0.02581324762818817-1.0490739538613584e-11j),(-0.05698937224645831-0.01814574805224948j),(-0.05698937224750915+0.018145748139241934j)
SS-p,1e-11,35.0,17.7,0.5235987755982988,51,(-0.22815669328170238+0.004994385259160239j),(-0.2281566932752102-0.004994385227808651j),(-0.05192804585743652-2.0803874595243244e-10j),(0.026437303455271174-1.5056234681966434e-11j),(0.026437303455293593-1.063347177316808e-11j),(-0.056741592926669845-0.017905422541004055j),(-0.05674159292758857+0.01790542262781805j)
SS-p,1e-11,35.0,17.8,0.5235987755982988,51,(-0.23455912200850032+0.0050301949842204985j),(-0.2345591220023935-0.005030194954084563j),(-0.053150406850300994-2.0226853525429078e-10j),(0.027046085744596368-1.4982373237536367e-11j),(0.02704608574427399-1.0661537351444315e-11j),(-0.056490822108689505-0.017668833042319504j),(-0.05649082210990616+0.017668833128369886j)
SS-p,1e-11,35.0,17.9,0.5235987755982988,51,(-0.24089910467595166+0.005063941533141159j),(-0.24089910467009656-0.0050639415034294255j),(-0.054342672247870955-1.969398706613834e-10j),(0.027639731534061147-1.4883380787514085e-11j),(0.02763973153416647-1.1349662943632954e-11j),(-0.056237272254709855-0.017435921578441066j),(-0.056237272255598464+0.01743592166417387j)
SS-p,1e-11,35.0,18.0,0.5235987755982988,51,(-0.24717702607480174+0.005095673117883462j),(-0.24717702606922756-0.005095673088734792j),(-0.05550512473577937-1.917480757507306e-10j),(0.028218387251046823-1.4823227256704936e-11j),(0.028218387250916972-9.968166801185192e-12j),(-0.055981146829713134-0.01720663069329984j),(-0.05598114683080678+0.017206630779213195j)
SS-p,1e-11,35.0,18.1,0.5235987755982988,51,(-0.25339328440901104+0.005125437840755767j),(-0.2533932844036715-0.005125437812267916j),(-0.056638064368894264-1.8572510890324523e-10j),(0.02878220783215751-1.488420122410362e-11j),(0.028782207832155807-1.1014541772402971e-11j),(-0.05572264069449898-0.016980903501882548j),(-0.05572264069536774+0.01698090358638694j)
SS-p,1e-11,35.0,18.2,0.5235987755982988,51,(-0.2595482902517293+0.005153283632440123j),(-0.25954829024668724-0.005153283604088982j),(-0.05774180690603817-1.8080700478484424e-10j),(0.029331355928870085-1.493733437468201e-11j),(0.029331355929089788-1.17244156771058e-11j),(-0.055461940400638884-0.016758683647485707j),(-0.05546194040131099+0.0167586837312874j)
SS-p,1e-11,35.0,18.3,0.5235987755982988,51,(-0.26564246555769133+0.005179258173805434j),(-0.2656424655527591-0.005179258146776958j),(-0.05881668231077074-1.763490499462339e-10j),(0.029866001128123897-1.4945572995350057e-11j),(0.02986600112833079-1.1338975095363841e-11j),(-0.055199224568518876-0.01653991539185835j),(-0.0551992245691688+0.016539915475084592j)
SS-p,1e-11,35.0,18.4,0.5235987755982988,51,(-0.2716762427387273+0.005203408835638898j),(-0.27167624273397417-0.005203408809216575j),(-0.0598630333049396-1.7125516629801218e-10j),(0.030386319237669122-1.5027434952214698e-11j),(0.030386319237691757-9.753095535336856e-12j),(-0.05493466418853693-0.016324543610392258j),(-0.054934664189292444+0.0163245436933792j)
SS-p,1e-11,35.0,18.5,0.5235987755982988,51,(-0.2776500637660627+0.005225782619772273j),(-0.2776500637616286-0.0052257825938262226j),(-0.060881214003301015-1.6641812927709054e-10j),(0.030892491617228034-1.509373255399426e-11j),(0.03089249161731579-1.0688526591686395e-11j),(-0.05466842291051062-0.01611251378444323j),(-0.054668422911222855+0.01611251386596065j)
SS-p,1e-11,35.0,18.6,0.5235987755982988,51,(-0.28356437934774736+0.005246426107254287j),(-0.2835643793434542-0.005246426081721878j),(-0.06187158865542319-1.6308140948773087e-10j),(0.03138470454074961-1.5060578603195314e-11j),(0.03138470454080835-1.0782114970075628e-11j),(-0.05440065735527605-0.015903772041960487j),(-0.05440065735597066+0.015903772123182575j)
SS-p,1e-11,35.0,18.7,0.5235987755982988,51,(-0.28941964813178156+0.0052653854097052255j),(-0.2894196481276773-0.005265385384735838j),(-0.06283453046477216-1.5877827178045756e-10j),(0.031863148605407225-1.5114022838838665e-11j),(0.03186314860540115-1.0320225613144106e-11j),(-0.05413151739610162-0.015698265176875514j),(-0.054131517396842674+0.015698265257365625j)
SS-p,1e-11,35.0,18.8,0.5235987755982988,51,(-0.29521633595682445+0.005282706128216852j),(-0.2952163359529867-0.0052827061035908285j),(-0.06377042045621448-1.549823151758556e-10j),(0.03232801818233546-1.52334949489777e-11j),(0.03232801818221631-1.0907163265156177e-11j),(-0.053861146406710324-0.01549594062557818j),(-0.05386114640747509+0.015495940705098629j)
SS-p,1e-11,35.0,18.9,0.5235987755982988,51,(-0.30095491514990386+0.005298433316182072j),(-0.30095491514617995-0.005298433292239529j),(-0.06467964645190974-1.51020175531702e-10j),(0.032779510891621184-1.5303597495961543e-11j),(0.03277951089154735-1.069610908660382e-11j),(-0.053589681538224646-0.015296746502977698j),(-0.05358968153899307+0.01529674658139308j)
SS-p,1e-11,35.0,19.0,0.5235987755982988,51,(-0.30663586385392744+0.005312611440971449j),(-0.3066358638503883-0.005312611417168628j),(-0.0655626020846774-1.4743772175362935e-10j),(0.033217827120222-1.528885066596329e-11j),(0.033217827120105646-1.1022204517850169e-11j),(-0.05331725396575046-0.01510063160669407j),(-0.05331725396650552+0.015100631684233822j)
SS-p,1e-11,35.0,19.1,0.5235987755982988,51,(-0.3122596653956845+0.00532528436044527j),(-0.31225966539230104-0.0053252843370587j),(-0.06641968588325768-1.4426378841525533e-10j),(0.03364316957003361-1.5299782406796066e-11j),(0.03364316957006139-1.1762286401337452e-11j),(-0.053043989109726804-0.014907545412509545j),(-0.05304398911035792+0.014907545488980323j)
SS-p,1e-11,35.0,19.2,0.5235987755982988,51,(-0.317826807687715+0.005336495287063536j),(-0.317826807684492-0.005336495264082947j),(-0.06725130043344305-1.4067456921562638e-10j),(0.03405574283376901-1.5294020803716194e-11j),(0.03405574283375709-1.1298641473022882e-11j),(-0.05277000688520788-0.01471743808484429j),(-0.052770006885876075+0.014717438160583969j)
SS-p,1e-11,35.0,19.3,0.5235987755982988,51,(-0.32333778266435986+0.005346286771874098j),(-0.3233377826611799-0.005346286749108059j),(-0.06805785157391717-1.3726603187436126e-10j),(0.03445575300074832-1.538588457325252e-11j),(0.03445575300081399-1.0072384571730924e-11j),(-0.05249542190731643-0.014530260482900455j),(-0.052495421907869474+0.014530260558489713j)
SS-p,1e-11,35.0,19.4,0.5235987755982988,51,(-0.3287930857444711+0.005354700679697649j),(-0.3287930857414263-0.005354700657495937j),(-0.06883974766188217-1.3439060281283943e-10j),(0.03484340729156287-1.541899203488169e-11j),(0.03484340729154844-1.0771789963808158e-11j),(-0.05222034370638949-0.014345964161098814j),(-0.05222034370697563+0.014345964235407311j)
SS-p,1e-11,35.0,19.5,0.5235987755982988,51,(-0.33419321532590773+0.005361778175242776j),(-0.33419321532296775-0.005361778153267049j),(-0.06959739887226062-1.3149478034213402e-10j),(0.035218913715358485-1.5472073129578053e-11j),(0.03521891371534443-1.1609514339903225e-11j),(-0.05194487692387084-0.014164501360094419j),(-0.05194487692440625+0.014164501433065604j)
SS-p,1e-11,35.0,19.6,0.5235987755982988,51,(-0.3395386723156646+0.005367559704154395j),(-0.33953867231290136-0.005367559682061734j),(-0.07033121656938408-1.2930249232434576e-10j),(0.035582480753378-1.553571792226355e-11j),(0.03558248075333661-1.127641794927278e-11j),(-0.05166912151366741-0.013985825022112482j),(-0.05166912151422336+0.013985825095049854j)
SS-p,1e-11,35.0,19.7,0.5235987755982988,51,(-0.3448299596713913+0.00537208498662467j),(-0.3448299596687732-0.005372084964873514j),(-0.07104161270811227-1.2610079647146222e-10j),(0.03593431705890771-1.5657338023362413e-11j),(0.0359343170589026-1.1201129595817752e-11j),(-0.05139317293087223-0.01380988879619785j),(-0.051393172931421316+0.013809888867909223j)
SS-p,1e-11,35.0,19.8,0.5235987755982988,51,(-0.35006758198406396+0.005375393000100898j),(-0.35006758198150995-0.005375392978732518j),(-0.07172899926682848-1.2353893602545796e-10j),(0.03627463119440475-1.5847523201816945e-11j),(0.036274631194358885-1.1329267615503712e-11j),(-0.051117122294049556-0.013636647000432472j),(-0.051117122294595606+0.01363664707108821j)
SS-p,1e-11,35.0,19.9,0.5235987755982988,51,(-0.355252045061879+0.005377521975029331j),(-0.3552520450594292-0.00537752195404409j),(-0.07239378775593983-1.2125300069554257e-10j),(0.03660363137076336-1.591675185502518e-11j),(0.036603631370845394-1.18709171491197e-11j),(-0.05084105656943477-0.01346605465761179j),(-0.05084105656988987+0.0134660547271159j)
SS-p,1e-11,35.0,20.0,0.5235987755982988,51,(-0.36038385557645114+0.005378509389149744j),(-0.3603838555740847-0.00537850936894918j),(-0.07303638872798987-1.186845413614357e-10j),(0.03692152521568361-1.59354569575901e-11j),(0.036921525215586296-1.1384554658808851e-11j),(-0.05056505873626427-0.013298067483637224j),(-0.050565058736815036+0.013298067552557202j)
SS-p,1e-11,35.0,3.7,0.6283185307179586,51,(0.1795600192166183+0.009185972563385977j),(0.17956001922211645-0.009185972522565866j),(0.07746974254184127-2.367299967165337e-10j),(-0.0369694847247224-2.2242074117629653e-11j),(-0.03696948472492773-1.7273711083195608e-11j),(-0.08297539371317139-0.010065615951133616j),(-0.08297539371932357+0.01006561586774097j)
SS-p,1e-11,35.0,3.8,0.6283185307179586,51,(0.14260461578727163+0.014939130886480557j),(0.14260461586003303-0.01493913076588907j),(0.07087671007072151-2.5856794483303247e-10j),(-0.03279098625037311-2.383579020447181e-11j),(-0.03279098619998585-4.69178941475118e-10j),(-0.1136733379018803-0.0005929596007349103j),(-0.11367333792655226+0.0005929593308912143j)
SS-p,1e-11,35.0,3.9,0.6283185307179586,51,(0.09499027104993389+0.01770141269532354j),(0.09499027104427936-0.01770141263662379j),(0.049481016341860556-2.904034755724094e-10j),(-0.019847592715582688-2.5214871722730265e-11j),(-0.01984759271581314-2.5263614947075063e-11j),(-0.13013519556629863+0.011087557725486315j),(-0.1301351955763045-0.011087557776635157j)
SS-p,1e-11,35.0,4.0,0.6283185307179586,51,(0.04277729655144146+0.01782162855815301j),(0.04277729653763035-0.01782162848690341j),(0.020795144060368212-3.267271019707918e-10j),(-0.0031060855614882567-2.6087484249854914e-11j),(-0.003106085561360663-2.1539090985644377e-11j),(-0.1338925849933265+0.02253322880640922j),(-0.1338925850046956-0.022533228832301175j)
SS-p,1e-11,35.0,4.1,0.6283185307179586,51,(-0.010496235431399124+0.01643764006585582j),(-0.010496235453593569-0.0164376399904795j),(-0.008458847246144844-3.537543643433727e-10j),(0.013566863775281922-2.5712978528770616e-11j),(0.013566863775189217-2.155958445982448e-11j),(-0.1300152372844198+0.03288361547472375j),(-0.13001523729629777-0.0328836154657668j)
SS-p,1e-11,35.0,4.2,0.6283185307179586,51,(-0.06305691716641026+0.014458201812848846j),(-0.06305691719534004-0.014458201743578706j),(-0.03365844558743263-3.591517569456748e-10j),(0.027655265508116735-2.3912393352341608e-11j),(0.027655265508707914-2.0013214343970037e-11j),(-0.1218851508535815+0.042189812200670015j),(-0.12188515086463349-0.04218981215504892j)
SS-p,1e-11,35.0,4.3,0.6283185307179586,51,(-0.11353165885306754+0.012323276848802328j),(-0.11353165888587982-0.012323276790575688j),(-0.051777132303772316-3.4126619672530945e-10j),(0.03749683792462678-2.1408877740553604e-11j),(0.03749683792447918-1.732367710467416e-11j),(-0.11015158636084359+0.05033778089544199j),(-0.11015158637039046-0.05033778081832624j)
SS-p,1e-11,35.0,4.4,0.6283185307179586,51,(-0.1604305303995359+0.010332248851930317j),(-0.1604305304327253-0.01033224880858718j),(-0.061141292787350955-3.086302940644159e-10j),(0.04225116369220557-1.9091943289643052e-11j),(0.042251163692397495-1.4827408196356304e-11j),(-0.09541584456500887+0.057200570309584635j),(-0.09541584457182381-0.05720057021453242j)
SS-p,1e-11,35.0,4.5,0.6283185307179586,51,(-0.20224690872767312+0.008645076355048253j),(-0.2022469087596217-0.008645076324739865j),(-0.061379171790056045-2.732092434232225e-10j),(0.041823417418435205-1.7526893062802046e-11j),(0.04182341741822507-1.2713844544002107e-11j),(-0.07831507687312503+0.06265894461267935j),(-0.07831507687896111-0.06265894450779169j)
SS-p,1e-11,35.0,4.6,0.6283185307179586,51,(-0.23763233836598976+0.007301622833447145j),(-0.2376323383954239-0.007301622814954112j),(-0.05326817517880622-2.4254830088832335e-10j),(0.03675044321629056-1.667288546023602e-11j),(0.03675044321636843-1.1825751220943109e-11j),(-0.059549469754995414+0.0666286919536761j),(-0.059549469758822186-0.0666286918474249j)
SS-p,1e-11,35.0,4.7,0.6283185307179586,51,(-0.265576570183819+0.006253866536137076j),(-0.2655765702107703-0.006253866527117499j),(-0.038470492121695975-2.191269249385286e-10j),(0.028035911640784512-1.636391564790657e-11j),(0.028035911640822905-1.1556600873749762e-11j),(-0.03986067293555565+0.06908423631326539j),(-0.03986067293811374-0.06908423620857518j)
SS-p,1e-11,35.0,4.8,0.6283185307179586,51,(-0.28553250911050143+0.005403889575680554j),(-0.2855325091351134-0.005403889574155163j),(-0.01918323655881103-2.0189213235238812e-10j),(0.016947630864055593-1.6480324958537175e-11j),(0.01694763086405623-1.2007972505341356e-11j),(-0.01997892156259734+0.07007027376562713j),(-0.019978921564110623-0.07007027366433319j)
SS-p,1e-11,35.0,4.9,0.6283185307179586,51,(-0.2974517269129001+0.004639850405541782j),(-0.2974517269355355-0.004639850409940388j),(0.0022352100834719555-1.8998826546278574e-10j),(0.004809969241335728-1.682513556260779e-11j),(0.004809969241310312-1.2252263673060452e-11j),(-0.0005618973617908633+0.06969840875717015j),(-0.000561897362475177-0.06969840865941712j)
SS-p,1e-11,35.0,5.0,0.6283185307179586,51,(-0.30173061487927194+0.0038635847991237426j),(-0.3017306149002287-0.003863584808266457j),(0.023590869826617036-1.8243518674909698e-10j),(-0.0071709865256108585-1.7336690419404672e-11j),(-0.007170986525626414-1.2791835305487367e-11j),(0.017854002000062413+0.06813139001774958j),(0.017854002000122198-0.06813138992360303j)
SS-p,1e-11,35.0,5.1,0.6283185307179586,51,(-0.2990952915828068+0.00300672727290191j),(-0.2990952916022901-0.003006727286105293j),(0.04307992042617359-1.7812783539850052e-10j),(-0.01802365416985383-1.796466058466771e-11j),(-0.018023654169830056-1.32786807191705e-11j),(0.03487837735096765+0.06556107268163669j),(0.03487837735164563-0.06556107259099483j)
SS-p,1e-11,35.0,5.2,0.6283185307179586,51,(-0.29046443073787864+0.0020357959417295624j),(-0.29046443075612227-0.002035795958580805j),(0.059398257986960024-1.7714166591908942e-10j),(-0.02706234368637353-1.866470919546741e-11j),(-0.027062343686378734-1.4024157720098907e-11j),(0.05026659644726539+0.06218658133434427j),(0.05026659644842167-0.06218658124695742j)
